freqs [eV],Lambda [1/ps]
0.000000,0.050508
0.002500,0.054708
0.005000,0.067682
0.007500,0.090395
0.010000,0.123969
0.012500,0.169030
0.015000,0.224995
0.017500,0.289506
0.020000,0.358297
0.022500,0.425677
0.025000,0.485651
0.027500,0.533434
0.030000,0.566879
0.032500,0.587310
0.035000,0.599427
0.037500,0.610301
0.040000,0.627815
0.042500,0.659054
0.045000,0.709027
0.047500,0.779869
0.050000,0.870485
0.052500,0.976566
0.055000,1.091016
0.057500,1.204899
0.060000,1.308868
0.062500,1.394801
0.065000,1.457155
0.067500,1.493631
0.070000,1.505113
0.072500,1.495182
0.075000,1.469664
0.077500,1.436391
0.080000,1.404954
0.082500,1.385995
0.085000,1.389693
0.087500,1.423583
0.090000,1.490317
0.092500,1.586197
0.095000,1.701106
0.097500,1.820040
0.100000,1.925918
0.102500,2.002995
0.105000,2.040040
0.107500,2.032511
0.110000,1.983209
0.112500,1.901294
0.115000,1.799990
0.117500,1.693666
0.120000,1.595119
0.122500,1.513717
0.125000,1.454675
0.127500,1.419340
0.130000,1.406106
0.132500,1.411541
0.135000,1.431443
0.137500,1.461681
0.140000,1.498758
0.142500,1.540002
0.145000,1.583344
0.147500,1.626739
0.150000,1.667487
0.152500,1.701875
0.155000,1.725460
0.157500,1.734075
0.160000,1.725238
0.162500,1.699408
0.165000,1.660535
0.167500,1.615653
0.170000,1.573608
0.172500,1.543330
0.175000,1.532132
0.177500,1.544396
0.180000,1.580867
0.182500,1.638592
0.185000,1.711487
0.187500,1.791414
0.190000,1.869618
0.192500,1.938251
0.195000,1.991666
0.197500,2.027207
0.200000,2.045318
0.202500,2.049060
0.205000,2.043285
0.207500,2.033870
0.210000,2.027313
0.212500,2.030706
0.215000,2.051737
0.217500,2.098114
0.220000,2.175944
0.222500,2.287186
0.225000,2.427062
0.227500,2.582830
0.230000,2.735122
0.232500,2.862056
0.235000,2.944988
0.237500,2.973802
0.240000,2.949667
0.242500,2.884212
0.245000,2.795591
0.247500,2.703163
0.250000,2.622814
0.252500,2.564375
0.255000,2.531479
0.257500,2.523161
0.260000,2.535996
0.262500,2.565667
0.265000,2.607430
0.267500,2.655617
0.270000,2.702852
0.272500,2.739792
0.275000,2.755944
0.277500,2.741606
0.280000,2.690387
0.282500,2.601388
0.285000,2.480174
0.287500,2.338009
0.290000,2.189568
0.292500,2.049849
0.295000,1.931324
0.297500,1.842123
0.300000,1.785571
0.302500,1.760813
0.305000,1.763984
0.307500,1.789312
0.310000,1.829837
0.312500,1.877706
0.315000,1.924303
0.317500,1.960579
0.320000,1.977867
0.322500,1.969226
0.325000,1.930989
0.327500,1.863974
0.330000,1.773804
0.332500,1.670119
0.335000,1.564911
0.337500,1.470611
0.340000,1.398580
0.342500,1.358350
0.345000,1.357484
0.347500,1.401575
0.350000,1.493903
0.352500,1.634621
0.355000,1.819846
0.357500,2.041327
0.360000,2.287228
0.362500,2.543992
0.365000,2.798583
0.367500,3.040064
0.370000,3.259771
0.372500,3.450156
0.375000,3.603243
0.377500,3.709926
0.380000,3.760949
0.382500,3.749354
0.385000,3.673279
0.387500,3.537640
0.390000,3.353740
0.392500,3.136867
0.395000,2.902962
0.397500,2.665768
0.400000,2.435547
0.402500,2.219554
0.405000,2.023607
0.407500,1.853677
0.410000,1.716602
0.412500,1.619528
0.415000,1.568316
0.417500,1.565503
0.420000,1.608578
0.422500,1.689244
0.425000,1.794119
0.427500,1.906938
0.430000,2.011802
0.432500,2.096555
0.435000,2.155170
0.437500,2.188262
0.440000,2.201547
0.442500,2.202914
0.445000,2.199289
0.447500,2.194556
0.450000,2.189196
0.452500,2.181585
0.455000,2.170182
0.457500,2.155595
0.460000,2.141685
0.462500,2.135343
0.465000,2.145064
0.467500,2.178802
0.470000,2.241706
0.472500,2.334344
0.475000,2.451813
0.477500,2.584007
0.480000,2.716997
0.482500,2.835261
0.485000,2.924302
0.487500,2.973118
0.490000,2.976143
0.492500,2.934396
0.495000,2.855739
0.497500,2.754164
0.500000,2.648049
0.502500,2.557424
0.505000,2.500545
0.507500,2.490354
0.510000,2.531613
0.512500,2.619403
0.515000,2.739454
0.517500,2.870353
0.520000,2.987322
0.522500,3.066903
0.525000,3.091626
0.527500,3.053594
0.530000,2.956062
0.532500,2.812515
0.535000,2.643450
0.537500,2.471746
0.540000,2.317897
0.542500,2.196362
0.545000,2.113875
0.547500,2.069933
0.550000,2.059064
0.552500,2.073972
0.555000,2.108438
0.557500,2.158959
0.560000,2.224559
0.562500,2.304926
0.565000,2.397699
0.567500,2.496193
0.570000,2.588757
0.572500,2.660365
0.575000,2.696129
0.577500,2.685585
0.580000,2.626163
0.582500,2.524542
0.585000,2.395326
0.587500,2.257541
0.590000,2.130171
0.592500,2.028181
0.595000,1.960113
0.597500,1.927637
0.600000,1.926729
0.602500,1.949728
0.605000,1.987459
0.607500,2.030853
0.610000,2.071920
0.612500,2.104267
0.615000,2.123501
0.617500,2.127737
0.620000,2.118122
0.622500,2.099061
0.625000,2.077765
0.627500,2.063020
0.630000,2.063382
0.632500,2.085321
0.635000,2.131844
0.637500,2.201953
0.640000,2.290968
0.642500,2.391427
0.645000,2.494194
0.647500,2.589478
0.650000,2.667699
0.652500,2.720363
0.655000,2.741128
0.657500,2.727028
0.660000,2.679510
0.662500,2.604756
0.665000,2.512887
0.667500,2.416051
0.670000,2.325920
0.672500,2.251360
0.675000,2.196997
0.677500,2.162998
0.680000,2.145917
0.682500,2.140080
0.685000,2.138959
0.687500,2.136215
0.690000,2.126409
0.692500,2.105606
0.695000,2.072007
0.697500,2.026525
0.700000,1.972923
0.702500,1.917181
0.705000,1.866042
0.707500,1.825164
0.710000,1.797587
0.712500,1.783145
0.715000,1.779016
0.717500,1.781085
0.720000,1.785459
0.722500,1.789527
0.725000,1.792288
0.727500,1.794057
0.730000,1.795885
0.732500,1.799013
0.735000,1.804494
0.737500,1.812954
0.740000,1.824449
0.742500,1.838439
0.745000,1.853964
0.747500,1.870095
0.750000,1.886532
0.752500,1.904073
0.755000,1.924559
0.757500,1.950118
0.760000,1.981841
0.762500,2.018431
0.765000,2.055511
0.767500,2.086100
0.770000,2.102259
0.772500,2.097359
0.775000,2.068091
0.777500,2.015470
0.780000,1.944548
0.782500,1.863072
0.785000,1.779684
0.787500,1.702246
0.790000,1.636673
0.792500,1.586382
0.795000,1.552309
0.797500,1.533363
0.800000,1.527201
0.802500,1.531139
0.805000,1.543024
0.807500,1.561841
0.810000,1.587911
0.812500,1.622628
0.815000,1.667817
0.817500,1.724936
0.820000,1.794339
0.822500,1.874835
0.825000,1.963623
0.827500,2.056561
0.830000,2.148669
0.832500,2.234705
0.835000,2.309698
0.837500,2.369341
0.840000,2.410190
0.842500,2.429699
0.845000,2.426211
0.847500,2.399057
