freqs [eV],Lambda [1/ps]
0.000000,0.080249
0.002500,0.083711
0.005000,0.094227
0.007500,0.112156
0.010000,0.138009
0.012500,0.172288
0.015000,0.215227
0.017500,0.266443
0.020000,0.324567
0.022500,0.387015
0.025000,0.450089
0.027500,0.509546
0.030000,0.561597
0.032500,0.604083
0.035000,0.637388
0.037500,0.664685
0.040000,0.691309
0.042500,0.723367
0.045000,0.766027
0.047500,0.822030
0.050000,0.890926
0.052500,0.969283
0.055000,1.051789
0.057500,1.132899
0.060000,1.208449
0.062500,1.276723
0.065000,1.338666
0.067500,1.397297
0.070000,1.456744
0.072500,1.521388
0.075000,1.595451
0.077500,1.682946
0.080000,1.787590
0.082500,1.912224
0.085000,2.057635
0.087500,2.221129
0.090000,2.395583
0.092500,2.569623
0.095000,2.729150
0.097500,2.859835
0.100000,2.949845
0.102500,2.992006
0.105000,2.984922
0.107500,2.932944
0.110000,2.845141
0.112500,2.733572
0.115000,2.611228
0.117500,2.490031
0.120000,2.379295
0.122500,2.284939
0.125000,2.209515
0.127500,2.152878
0.130000,2.113214
0.132500,2.088100
0.135000,2.075407
0.137500,2.073901
0.140000,2.083422
0.142500,2.104580
0.145000,2.137972
0.147500,2.183136
0.150000,2.237612
0.152500,2.296556
0.155000,2.353182
0.157500,2.400031
0.160000,2.430691
0.162500,2.441382
0.165000,2.431855
0.167500,2.405300
0.170000,2.367396
0.172500,2.324905
0.175000,2.284326
0.177500,2.250947
0.180000,2.228364
0.182500,2.218320
0.185000,2.220699
0.187500,2.233619
0.190000,2.253733
0.192500,2.276838
0.195000,2.298793
0.197500,2.316470
0.200000,2.328363
0.202500,2.334536
0.205000,2.335920
0.207500,2.333293
0.210000,2.326454
0.212500,2.314029
0.215000,2.293975
0.217500,2.264536
0.220000,2.225193
0.222500,2.177204
0.225000,2.123560
0.227500,2.068447
0.230000,2.016494
0.232500,1.972079
0.235000,1.938890
0.237500,1.919732
0.240000,1.916472
0.242500,1.930014
0.245000,1.960298
0.247500,2.006396
0.250000,2.066766
0.252500,2.139569
0.255000,2.222858
0.257500,2.314471
0.260000,2.411664
0.262500,2.510807
0.265000,2.607475
0.267500,2.697064
0.270000,2.775645
0.272500,2.840512
0.275000,2.890077
0.277500,2.923174
0.280000,2.938339
0.282500,2.933648
0.285000,2.907325
0.287500,2.858762
0.290000,2.789310
0.292500,2.702379
