freqs [eV],Lambda [1/ps]
0.000000,0.000329
0.002500,0.000513
0.005000,0.001092
0.007500,0.002132
0.010000,0.003725
0.012500,0.005950
0.015000,0.008825
0.017500,0.012253
0.020000,0.015985
0.022500,0.019614
0.025000,0.022630
0.027500,0.024518
0.030000,0.024893
0.032500,0.023632
0.035000,0.020963
0.037500,0.017492
0.040000,0.014157
0.042500,0.012105
0.045000,0.012502
0.047500,0.016284
0.050000,0.023870
0.052500,0.034916
0.055000,0.048196
0.057500,0.061708
0.060000,0.073037
0.062500,0.079934
0.065000,0.080925
0.067500,0.075756
0.070000,0.065498
0.072500,0.052266
0.075000,0.038657
0.077500,0.027101
0.080000,0.019331
0.082500,0.016107
0.085000,0.017230
0.087500,0.021776
0.090000,0.028415
0.092500,0.035734
0.095000,0.042466
0.097500,0.047631
0.100000,0.050598
0.102500,0.051112
0.105000,0.049294
0.107500,0.045616
0.110000,0.040816
0.112500,0.035765
0.115000,0.031285
0.117500,0.027986
0.120000,0.026178
0.122500,0.025877
0.125000,0.026905
0.127500,0.029002
0.130000,0.031885
0.132500,0.035232
0.135000,0.038613
0.137500,0.041462
0.140000,0.043165
0.142500,0.043259
0.145000,0.041680
0.147500,0.038915
0.150000,0.035985
0.152500,0.034214
0.155000,0.034876
0.157500,0.038840
0.160000,0.046324
0.162500,0.056833
0.165000,0.069258
0.167500,0.082111
0.170000,0.093808
0.172500,0.102963
0.175000,0.108610
0.177500,0.110312
0.180000,0.108149
0.182500,0.102585
0.185000,0.094295
0.187500,0.083999
0.190000,0.072360
0.192500,0.059957
0.195000,0.047287
0.197500,0.034779
0.200000,0.022780
0.202500,0.011546
0.205000,0.001243
0.207500,-0.007991
0.210000,-0.015965
0.212500,-0.022346
0.215000,-0.026646
0.217500,-0.028297
0.220000,-0.026819
0.222500,-0.022019
0.225000,-0.014166
0.227500,-0.004064
0.230000,0.007010
0.232500,0.017492
0.235000,0.025831
0.237500,0.030816
0.240000,0.031869
0.242500,0.029186
0.245000,0.023700
0.247500,0.016825
0.250000,0.010080
0.252500,0.004669
0.255000,0.001162
0.257500,-0.000647
0.260000,-0.001660
0.262500,-0.003192
0.265000,-0.006572
0.267500,-0.012720
