freqs [eV],Lambda [1/ps]
0.000000,0.088159
0.002500,0.090735
0.005000,0.098534
0.007500,0.111823
0.010000,0.131136
0.012500,0.157308
0.015000,0.191321
0.017500,0.233946
0.020000,0.285226
0.022500,0.344003
0.025000,0.407742
0.027500,0.472838
0.030000,0.535397
0.032500,0.592232
0.035000,0.641652
0.037500,0.683676
0.040000,0.719543
0.042500,0.750808
0.045000,0.778489
0.047500,0.802740
0.050000,0.823216
0.052500,0.839929
0.055000,0.854116
0.057500,0.868661
0.060000,0.887795
0.062500,0.916079
0.065000,0.956961
0.067500,1.011359
0.070000,1.076832
0.072500,1.147802
0.075000,1.216995
0.077500,1.277778
0.080000,1.326573
0.082500,1.364378
0.085000,1.396629
0.087500,1.431363
0.090000,1.476319
0.092500,1.536054
0.095000,1.610107
0.097500,1.692728
0.100000,1.774140
0.102500,1.842841
0.105000,1.888232
0.107500,1.902946
0.110000,1.884358
0.112500,1.835046
0.115000,1.762199
0.117500,1.676204
0.120000,1.588772
0.122500,1.511023
0.125000,1.451839
0.127500,1.416724
0.130000,1.407318
0.132500,1.421596
0.135000,1.454683
0.137500,1.500042
0.140000,1.550683
0.142500,1.600051
0.145000,1.642448
0.147500,1.673056
0.150000,1.687867
0.152500,1.683798
0.155000,1.659091
0.157500,1.613881
0.160000,1.550660
0.162500,1.474373
0.165000,1.392015
0.167500,1.311774
0.170000,1.241854
0.172500,1.189231
0.175000,1.158591
0.177500,1.151760
0.180000,1.167839
0.182500,1.204090
0.185000,1.257293
0.187500,1.325019
0.190000,1.406200
0.192500,1.500563
0.195000,1.607058
0.197500,1.721946
0.200000,1.837535
0.202500,1.942478
0.205000,2.023916
0.207500,2.070993
0.210000,2.078569
0.212500,2.049759
0.215000,1.996288
0.217500,1.936439
0.220000,1.891207
0.222500,1.879827
0.225000,1.915818
0.227500,2.004367
0.230000,2.141340
0.232500,2.313904
0.235000,2.502630
0.237500,2.684884
0.240000,2.839114
0.242500,2.949221
0.245000,3.007800
0.247500,3.017112
0.250000,2.987263
0.252500,2.932170
0.255000,2.864870
0.257500,2.794033
0.260000,2.722928
0.262500,2.650879
0.265000,2.576085
0.267500,2.498131
0.270000,2.418927
0.272500,2.341841
0.275000,2.269844
0.277500,2.203982
0.280000,2.143225
0.282500,2.085798
0.285000,2.031182
0.287500,1.981521
0.290000,1.941498
0.292500,1.916572
0.295000,1.910410
0.297500,1.922722
0.300000,1.948522
0.302500,1.979102
0.305000,2.004274
0.307500,2.015002
0.310000,2.005537
0.312500,1.974493
0.315000,1.924741
0.317500,1.862269
0.320000,1.794403
0.322500,1.727860
0.325000,1.667086
0.327500,1.613335
0.330000,1.564722
0.332500,1.517315
0.335000,1.466979
0.337500,1.411492
0.340000,1.352299
0.342500,1.295390
0.345000,1.251031
0.347500,1.232407
0.350000,1.253450
0.352500,1.326241
0.355000,1.458334
0.357500,1.650353
0.360000,1.894341
0.362500,2.173425
0.365000,2.463354
0.367500,2.736080
0.370000,2.964882
0.372500,3.129802
0.375000,3.221820
0.377500,3.244439
0.380000,3.212165
0.382500,3.146325
0.385000,3.069433
0.387500,2.999597
0.390000,2.946328
0.392500,2.908744
0.395000,2.876621
0.397500,2.834038
0.400000,2.764664
0.402500,2.657070
0.405000,2.508418
0.407500,2.325385
0.410000,2.122270
0.412500,1.917246
0.415000,1.728314
0.417500,1.570296
0.420000,1.453517
0.422500,1.383936
0.425000,1.363934
0.427500,1.392895
0.430000,1.467086
0.432500,1.578948
0.435000,1.716447
0.437500,1.863367
0.440000,2.001183
0.442500,2.112473
0.445000,2.185041
0.447500,2.215336
0.450000,2.209806
0.452500,2.183494
0.455000,2.156145
0.457500,2.147050
0.460000,2.170193
0.462500,2.231084
0.465000,2.326023
0.467500,2.443722
0.470000,2.568594
0.472500,2.684655
0.475000,2.779032
0.477500,2.844312
0.480000,2.879355
0.482500,2.888536
0.485000,2.879703
0.487500,2.861414
0.490000,2.840236
0.492500,2.818940
0.495000,2.796241
0.497500,2.768174
0.500000,2.730597
0.502500,2.681833
0.505000,2.624424
0.507500,2.565299
0.510000,2.514301
0.512500,2.481502
0.515000,2.474112
0.517500,2.493846
0.520000,2.535553
0.522500,2.587687
0.525000,2.634730
0.527500,2.661106
0.530000,2.655429
0.532500,2.613699
0.535000,2.540298
0.537500,2.446511
0.540000,2.347285
0.542500,2.257583
0.545000,2.189613
0.547500,2.151577
0.550000,2.147703
0.552500,2.178788
0.555000,2.242491
0.557500,2.333112
0.560000,2.441152
0.562500,2.553361
0.565000,2.653821
0.567500,2.726213
0.570000,2.756834
0.572500,2.737566
0.575000,2.667890
0.577500,2.555274
0.580000,2.413755
0.582500,2.261047
0.585000,2.114981
0.587500,1.990235
0.590000,1.896143
0.592500,1.835925
0.595000,1.807223
0.597500,1.803474
0.600000,1.815683
0.602500,1.834276
0.605000,1.850876
0.607500,1.859910
0.610000,1.859787
0.612500,1.853337
0.615000,1.847201
0.617500,1.850166
0.620000,1.870756
0.622500,1.914751
0.625000,1.983348
0.627500,2.072513
0.630000,2.173667
0.632500,2.275448
0.635000,2.365978
0.637500,2.435079
0.640000,2.475986
0.642500,2.486406
0.645000,2.468912
0.647500,2.430692
0.650000,2.382584
0.652500,2.337269
0.655000,2.306649
0.657500,2.298808
0.660000,2.315397
0.662500,2.350476
0.665000,2.391591
0.667500,2.423104
0.670000,2.430823
0.672500,2.406366
0.675000,2.349661
0.677500,2.268695
0.680000,2.176737
0.682500,2.088179
0.685000,2.014555
0.687500,1.962053
0.690000,1.931064
0.692500,1.917513
