freqs [eV],Lambda [1/ps]
0.000000,0.000645
0.002500,0.000767
0.005000,0.001167
0.007500,0.001947
0.010000,0.003275
0.012500,0.005362
0.015000,0.008415
0.017500,0.012550
0.020000,0.017675
0.022500,0.023373
0.025000,0.028833
0.027500,0.032894
0.030000,0.034219
0.032500,0.031590
0.035000,0.024243
0.037500,0.012163
0.040000,-0.003793
0.042500,-0.021969
0.045000,-0.040204
0.047500,-0.056263
0.050000,-0.068296
0.052500,-0.075200
0.055000,-0.076773
0.057500,-0.073642
0.060000,-0.066988
0.062500,-0.058197
0.065000,-0.048546
0.067500,-0.039003
0.070000,-0.030179
0.072500,-0.022378
0.075000,-0.015690
0.077500,-0.010086
0.080000,-0.005473
0.082500,-0.001730
0.085000,0.001273
0.087500,0.003655
0.090000,0.005499
0.092500,0.006847
0.095000,0.007698
0.097500,0.008036
0.100000,0.007872
0.102500,0.007286
0.105000,0.006444
0.107500,0.005599
0.110000,0.005039
0.112500,0.005022
0.115000,0.005701
0.117500,0.007089
0.120000,0.009063
0.122500,0.011422
0.125000,0.013959
0.127500,0.016521
0.130000,0.019018
0.132500,0.021378
0.135000,0.023475
0.137500,0.025074
0.140000,0.025829
0.142500,0.025353
0.145000,0.023338
0.147500,0.019683
0.150000,0.014564
0.152500,0.008439
0.155000,0.001949
0.157500,-0.004224
0.160000,-0.009523
0.162500,-0.013636
0.165000,-0.016544
0.167500,-0.018480
0.170000,-0.019818
0.172500,-0.020923
0.175000,-0.022024
0.177500,-0.023158
0.180000,-0.024191
0.182500,-0.024908
0.185000,-0.025120
0.187500,-0.024739
0.190000,-0.023784
0.192500,-0.022330
0.195000,-0.020438
0.197500,-0.018111
0.200000,-0.015308
0.202500,-0.012001
0.205000,-0.008255
0.207500,-0.004270
0.210000,-0.000363
0.212500,0.003117
0.215000,0.005909
0.217500,0.007935
0.220000,0.009350
0.222500,0.010517
0.225000,0.011917
0.227500,0.014038
0.230000,0.017256
0.232500,0.021745
0.235000,0.027424
0.237500,0.033939
0.240000,0.040693
0.242500,0.046922
0.245000,0.051822
0.247500,0.054694
0.250000,0.055101
0.252500,0.052960
0.255000,0.048576
0.257500,0.042582
0.260000,0.035816
0.262500,0.029166
0.265000,0.023418
0.267500,0.019125
0.270000,0.016520
0.272500,0.015492
0.275000,0.015631
0.277500,0.016347
0.280000,0.017025
0.282500,0.017199
0.285000,0.016671
0.287500,0.015552
0.290000,0.014203
0.292500,0.013110
0.295000,0.012710
0.297500,0.013247
0.300000,0.014681
0.302500,0.016685
0.305000,0.018723
0.307500,0.020192
0.310000,0.020585
0.312500,0.019626
0.315000,0.017346
0.317500,0.014082
0.320000,0.010398
0.322500,0.006954
0.325000,0.004357
0.327500,0.003028
0.330000,0.003106
0.332500,0.004434
0.335000,0.006605
0.337500,0.009073
0.340000,0.011295
0.342500,0.012849
0.345000,0.013518
0.347500,0.013291
0.350000,0.012324
0.352500,0.010856
0.355000,0.009141
0.357500,0.007401
0.360000,0.005819
0.362500,0.004557
0.365000,0.003777
0.367500,0.003644
0.370000,0.004296
0.372500,0.005781
0.375000,0.007990
0.377500,0.010613
0.380000,0.013164
0.382500,0.015068
0.385000,0.015818
0.387500,0.015123
0.390000,0.013002
0.392500,0.009768
0.395000,0.005901
0.397500,0.001888
0.400000,-0.001914
0.402500,-0.005325
0.405000,-0.008293
0.407500,-0.010804
0.410000,-0.012796
0.412500,-0.014151
0.415000,-0.014726
0.417500,-0.014433
0.420000,-0.013285
0.422500,-0.011414
0.425000,-0.009030
0.427500,-0.006362
0.430000,-0.003583
0.432500,-0.000766
0.435000,0.002122
0.437500,0.005186
0.440000,0.008526
0.442500,0.012156
0.445000,0.015942
0.447500,0.019591
0.450000,0.022702
0.452500,0.024854
0.455000,0.025713
0.457500,0.025129
0.460000,0.023201
0.462500,0.020291
0.465000,0.016992
0.467500,0.014030
0.470000,0.012127
0.472500,0.011827
0.475000,0.013369
0.477500,0.016621
0.480000,0.021143
0.482500,0.026336
0.485000,0.031637
0.487500,0.036678
0.490000,0.041324
0.492500,0.045593
0.495000,0.049494
0.497500,0.052868
0.500000,0.055326
0.502500,0.056303
0.505000,0.055222
0.507500,0.051685
0.510000,0.045635
0.512500,0.037413
0.515000,0.027715
0.517500,0.017445
0.520000,0.007528
0.522500,-0.001285
0.525000,-0.008570
0.527500,-0.014283
0.530000,-0.018714
0.532500,-0.022335
0.535000,-0.025602
0.537500,-0.028772
0.540000,-0.031798
0.542500,-0.034323
0.545000,-0.035780
0.547500,-0.035543
0.550000,-0.033086
0.552500,-0.028123
0.555000,-0.020694
0.557500,-0.011205
0.560000,-0.000409
0.562500,0.010681
0.565000,0.020936
0.567500,0.029316
0.570000,0.035062
0.572500,0.037855
0.575000,0.037864
0.577500,0.035684
0.580000,0.032170
0.582500,0.028227
0.585000,0.024619
0.587500,0.021842
0.590000,0.020088
0.592500,0.019278
0.595000,0.019138
0.597500,0.019298
0.600000,0.019367
0.602500,0.019007
0.605000,0.017989
0.607500,0.016220
0.610000,0.013754
0.612500,0.010760
0.615000,0.007454
0.617500,0.004022
0.620000,0.000562
0.622500,-0.002936
0.625000,-0.006540
0.627500,-0.010296
0.630000,-0.014134
0.632500,-0.017802
0.635000,-0.020861
0.637500,-0.022736
0.640000,-0.022842
0.642500,-0.020732
0.645000,-0.016248
0.647500,-0.009615
0.650000,-0.001440
0.652500,0.007400
0.655000,0.015939
0.657500,0.023335
0.660000,0.029025
0.662500,0.032789
0.665000,0.034712
0.667500,0.035073
0.670000,0.034215
0.672500,0.032448
0.675000,0.030005
0.677500,0.027058
0.680000,0.023761
0.682500,0.020291
0.685000,0.016870
0.687500,0.013745
0.690000,0.011147
0.692500,0.009242
0.695000,0.008090
0.697500,0.007632
0.700000,0.007698
0.702500,0.008048
0.705000,0.008416
0.707500,0.008564
0.710000,0.008324
0.712500,0.007637
0.715000,0.006560
0.717500,0.005260
0.720000,0.003983
0.722500,0.002997
0.725000,0.002526
0.727500,0.002685
0.730000,0.003442
0.732500,0.004616
0.735000,0.005917
0.737500,0.007024
0.740000,0.007669
0.742500,0.007717
