freqs [eV],Lambda [1/ps]
0.000000,0.090863
0.002500,0.095305
0.005000,0.108655
0.007500,0.130996
0.010000,0.162498
0.012500,0.203355
0.015000,0.253581
0.017500,0.312616
0.020000,0.378882
0.022500,0.449489
0.025000,0.520371
0.027500,0.586987
0.030000,0.645481
0.032500,0.693909
0.035000,0.732970
0.037500,0.765847
0.040000,0.797079
0.042500,0.830892
0.045000,0.869673
0.047500,0.913255
0.050000,0.959290
0.052500,1.004508
0.055000,1.046287
0.057500,1.083870
0.060000,1.118793
0.062500,1.154431
0.065000,1.194918
0.067500,1.243889
0.070000,1.303497
0.072500,1.374056
0.075000,1.454396
0.077500,1.542728
0.080000,1.637591
0.082500,1.738380
0.085000,1.845135
0.087500,1.957642
0.090000,2.074256
0.092500,2.191052
0.095000,2.301777
0.097500,2.398716
0.100000,2.474170
0.102500,2.522045
0.105000,2.539050
0.107500,2.525282
0.110000,2.484220
0.112500,2.422305
0.115000,2.348255
0.117500,2.272199
0.120000,2.204596
0.122500,2.154928
0.125000,2.130262
0.127500,2.133927
0.130000,2.164664
0.132500,2.216644
0.135000,2.280527
0.137500,2.345408
0.140000,2.401163
0.142500,2.440508
0.145000,2.460161
0.147500,2.460870
0.150000,2.446421
0.152500,2.422095
0.155000,2.393062
0.157500,2.363164
0.160000,2.334264
0.162500,2.306195
0.165000,2.277161
0.167500,2.244426
0.170000,2.205145
0.172500,2.157266
0.175000,2.100451
0.177500,2.036908
0.180000,1.971860
0.182500,1.913340
0.185000,1.871017
0.187500,1.854118
0.190000,1.868877
0.192500,1.916285
0.195000,1.990931
0.197500,2.081382
0.200000,2.172106
0.202500,2.246425
0.205000,2.289801
0.207500,2.292732
0.210000,2.252675
0.212500,2.174619
0.215000,2.070147
0.217500,1.955102
0.220000,1.846338
0.222500,1.758319
0.225000,1.700404
0.227500,1.675513
0.230000,1.680399
0.232500,1.707305
0.235000,1.746439
0.237500,1.788542
0.240000,1.826944
0.242500,1.858675
0.245000,1.884501
0.247500,1.907964
0.250000,1.933763
0.252500,1.965929
0.255000,2.006313
0.257500,2.053827
0.260000,2.104646
0.262500,2.153288
0.265000,2.194214
0.267500,2.223386
0.270000,2.239306
0.272500,2.243209
0.275000,2.238472
0.277500,2.229510
0.280000,2.220633
0.282500,2.215218
0.285000,2.215344
0.287500,2.221792
0.290000,2.234189
0.292500,2.251099
0.295000,2.270005
0.297500,2.287313
0.300000,2.298562
0.302500,2.298979
0.305000,2.284398
0.307500,2.252324
0.310000,2.202840
0.312500,2.138954
0.315000,2.066180
0.317500,1.991359
0.320000,1.921059
0.322500,1.860091
0.325000,1.810680
0.327500,1.772592
0.330000,1.744157
0.332500,1.723752
0.335000,1.711144
0.337500,1.708164
0.340000,1.718469
0.342500,1.746488
0.345000,1.795986
0.347500,1.868787
0.350000,1.964160
0.352500,2.079079
0.355000,2.209235
0.357500,2.350286
0.360000,2.498660
0.362500,2.651379
0.365000,2.804853
0.367500,2.953195
0.370000,3.087087
0.372500,3.194116
0.375000,3.260980
0.377500,3.277026
0.380000,3.237934
0.382500,3.148129
0.385000,3.020930
0.387500,2.876236
0.390000,2.736371
0.392500,2.621224
0.395000,2.543995
0.397500,2.508604
0.400000,2.509390
0.402500,2.533157
0.405000,2.563033
0.407500,2.583109
0.410000,2.582605
0.412500,2.558422
0.415000,2.515484
0.417500,2.464974
0.420000,2.421176
0.422500,2.397928
0.425000,2.405552
0.427500,2.448803
0.430000,2.526040
0.432500,2.629603
0.435000,2.747269
0.437500,2.864560
0.440000,2.967473
0.442500,3.045058
0.445000,3.091193
0.447500,3.105099
0.450000,3.090550
0.452500,3.054153
0.455000,3.003379
0.457500,2.945002
0.460000,2.884273
0.462500,2.824788
0.465000,2.768712
0.467500,2.717059
0.470000,2.669949
0.472500,2.626969
0.475000,2.587757
0.477500,2.552690
0.480000,2.523295
0.482500,2.501982
0.485000,2.490999
0.487500,2.490974
0.490000,2.499716
0.492500,2.511959
0.495000,2.520302
0.497500,2.517105
0.500000,2.496663
0.502500,2.456923
0.505000,2.400227
0.507500,2.332929
0.510000,2.264097
0.512500,2.203659
0.515000,2.160399
0.517500,2.140142
0.520000,2.144456
0.522500,2.170149
0.525000,2.209788
0.527500,2.253252
0.530000,2.290050
0.532500,2.311896
