freqs [eV],Lambda [1/ps]
0.000000,-0.002881
0.002500,-0.001736
0.005000,0.001575
0.007500,0.006705
0.010000,0.013142
0.012500,0.020293
0.015000,0.027577
0.017500,0.034519
0.020000,0.040835
0.022500,0.046512
0.025000,0.051842
0.027500,0.057408
0.030000,0.063963
0.032500,0.072214
0.035000,0.082513
0.037500,0.094562
0.040000,0.107233
0.042500,0.118637
0.045000,0.126500
0.047500,0.128806
0.050000,0.124523
0.052500,0.114159
0.055000,0.099901
0.057500,0.085224
0.060000,0.074046
0.062500,0.069663
0.065000,0.073761
0.067500,0.085786
0.070000,0.102820
0.072500,0.120025
0.075000,0.131577
0.077500,0.131920
0.080000,0.117065
0.082500,0.085614
0.085000,0.039230
0.087500,-0.017590
0.090000,-0.078390
0.092500,-0.136041
0.095000,-0.184112
0.097500,-0.218014
0.100000,-0.235683
0.102500,-0.237713
0.105000,-0.226950
0.107500,-0.207676
0.110000,-0.184543
0.112500,-0.161500
0.115000,-0.140929
0.117500,-0.123192
0.120000,-0.106684
0.122500,-0.088394
0.125000,-0.064846
0.127500,-0.033243
0.130000,0.007411
0.132500,0.055479
0.135000,0.106393
0.137500,0.153157
0.140000,0.187722
0.142500,0.203022
0.145000,0.195128
0.147500,0.164779
0.150000,0.117643
0.152500,0.063084
0.155000,0.011805
0.157500,-0.026862
0.160000,-0.047079
0.162500,-0.047452
0.165000,-0.030652
0.167500,-0.002118
0.170000,0.031577
0.172500,0.064138
0.175000,0.090445
0.177500,0.106933
0.180000,0.111613
0.182500,0.103945
0.185000,0.084686
0.187500,0.055785
0.190000,0.020297
0.192500,-0.017769
0.195000,-0.053776
0.197500,-0.083083
0.200000,-0.101964
0.202500,-0.108638
0.205000,-0.104060
0.207500,-0.092050
0.210000,-0.078511
0.212500,-0.069862
0.215000,-0.071140
0.217500,-0.084459
0.220000,-0.108375
0.222500,-0.138368
0.225000,-0.168208
0.227500,-0.191706
0.230000,-0.204270
0.232500,-0.203887
0.235000,-0.191349
0.237500,-0.169797
0.240000,-0.143768
0.242500,-0.118013
0.245000,-0.096368
0.247500,-0.080959
0.250000,-0.071946
0.252500,-0.067864
0.255000,-0.066449
0.257500,-0.065623
0.260000,-0.064230
0.262500,-0.062240
0.265000,-0.060323
0.267500,-0.059064
0.270000,-0.058230
0.272500,-0.056505
0.275000,-0.051893
0.277500,-0.042612
0.280000,-0.028074
0.282500,-0.009502
0.285000,0.010102
0.287500,0.026584
0.290000,0.035625
0.292500,0.033759
0.295000,0.019218
0.297500,-0.007516
0.300000,-0.043504
0.302500,-0.083633
0.305000,-0.121480
0.307500,-0.150719
0.310000,-0.166729
0.312500,-0.167838
0.315000,-0.155667
0.317500,-0.134375
0.320000,-0.109129
0.322500,-0.084422
0.325000,-0.062907
0.327500,-0.045077
0.330000,-0.029697
0.332500,-0.014628
0.335000,0.002342
0.337500,0.022866
0.340000,0.047583
0.342500,0.075757
0.345000,0.104995
0.347500,0.131189
0.350000,0.148914
0.352500,0.152434
0.355000,0.137206
0.357500,0.101465
0.360000,0.047283
0.362500,-0.019443
0.365000,-0.090224
0.367500,-0.156082
0.370000,-0.209772
0.372500,-0.247253
0.375000,-0.267921
0.377500,-0.273667
0.380000,-0.267348
0.382500,-0.251470
0.385000,-0.227584
0.387500,-0.196475
0.390000,-0.158746
0.392500,-0.115331
0.395000,-0.067671
0.397500,-0.017615
0.400000,0.032646
0.402500,0.080452
0.405000,0.122393
0.407500,0.154216
0.410000,0.171198
0.412500,0.169042
0.415000,0.145026
0.417500,0.098968
0.420000,0.033644
0.422500,-0.045462
0.425000,-0.130950
0.427500,-0.214617
0.430000,-0.288652
0.432500,-0.346739
0.435000,-0.384879
0.437500,-0.401764
0.440000,-0.398615
0.442500,-0.378595
0.445000,-0.346089
0.447500,-0.306164
0.450000,-0.264345
0.452500,-0.226518
0.455000,-0.198582
0.457500,-0.185577
0.460000,-0.190400
0.462500,-0.212604
0.465000,-0.247962
0.467500,-0.289233
0.470000,-0.328060
0.472500,-0.357411
0.475000,-0.373707
0.477500,-0.377828
0.480000,-0.374624
0.482500,-0.371021
0.485000,-0.373383
0.487500,-0.385036
0.490000,-0.404878
0.492500,-0.427605
0.495000,-0.445484
0.497500,-0.450982
0.500000,-0.439229
0.502500,-0.409431
0.505000,-0.364838
0.507500,-0.311520
0.510000,-0.256587
0.512500,-0.206525
0.515000,-0.166058
0.517500,-0.137573
0.520000,-0.120996
0.522500,-0.113997
0.525000,-0.112536
