freqs [eV],Lambda [1/ps]
0.000000,0.069701
0.002500,0.072736
0.005000,0.081860
0.007500,0.097170
0.010000,0.118932
0.012500,0.147610
0.015000,0.183747
0.017500,0.227620
0.020000,0.278752
0.022500,0.335469
0.025000,0.394764
0.027500,0.452674
0.030000,0.505142
0.032500,0.549111
0.035000,0.583388
0.037500,0.608896
0.040000,0.628174
0.042500,0.644344
0.045000,0.660015
0.047500,0.676618
0.050000,0.694405
0.052500,0.713049
0.055000,0.732498
0.057500,0.753684
0.060000,0.778777
0.062500,0.810873
0.065000,0.853173
0.067500,0.907873
0.070000,0.975115
0.072500,1.052395
0.075000,1.134775
0.077500,1.216013
0.080000,1.290365
0.082500,1.354416
0.085000,1.408223
0.087500,1.455214
0.090000,1.500795
0.092500,1.550132
0.095000,1.605923
0.097500,1.666950
0.100000,1.727909
0.102500,1.780572
0.105000,1.815918
0.107500,1.826606
0.110000,1.809058
0.112500,1.764578
0.115000,1.699208
0.117500,1.622471
0.120000,1.545417
0.122500,1.478568
0.125000,1.430224
0.127500,1.405381
0.130000,1.405306
0.132500,1.427693
0.135000,1.467328
0.137500,1.517081
0.140000,1.569054
0.142500,1.615621
0.145000,1.650192
0.147500,1.667661
0.150000,1.664653
0.152500,1.639687
0.155000,1.593325
0.157500,1.528236
0.160000,1.449069
0.162500,1.362062
0.165000,1.274393
0.167500,1.193363
0.170000,1.125519
0.172500,1.075869
0.175000,1.047343
0.177500,1.040662
0.180000,1.054687
0.182500,1.087197
0.185000,1.135833
0.187500,1.198874
0.190000,1.275503
0.192500,1.365387
0.195000,1.467642
0.197500,1.579485
0.200000,1.695113
0.202500,1.805415
0.205000,1.898979
0.207500,1.964453
0.210000,1.993775
0.212500,1.985250
0.215000,1.945301
0.217500,1.888051
0.220000,1.832662
0.222500,1.799177
0.225000,1.804167
0.227500,1.857430
0.230000,1.960462
0.232500,2.106741
0.235000,2.283341
0.237500,2.473231
0.240000,2.657779
0.242500,2.819197
0.245000,2.942779
