freqs [eV],Lambda [1/ps]
0.000000,0.071963
0.002500,0.074894
0.005000,0.083617
0.007500,0.097936
0.010000,0.117548
0.012500,0.142077
0.015000,0.171106
0.017500,0.204208
0.020000,0.240928
0.022500,0.280754
0.025000,0.323075
0.027500,0.367198
0.030000,0.412440
0.032500,0.458304
0.035000,0.504666
0.037500,0.551887
0.040000,0.600783
0.042500,0.652410
0.045000,0.707734
0.047500,0.767255
0.050000,0.830736
0.052500,0.897105
0.055000,0.964622
0.057500,1.031249
0.060000,1.095128
0.062500,1.154978
0.065000,1.210321
0.067500,1.261531
0.070000,1.309858
0.072500,1.357587
0.075000,1.408324
0.077500,1.467179
0.080000,1.540447
0.082500,1.634476
0.085000,1.753780
0.087500,1.898913
0.090000,2.064952
0.092500,2.241402
0.095000,2.413817
0.097500,2.566795
0.100000,2.687353
0.102500,2.767547
0.105000,2.805557
0.107500,2.805078
0.110000,2.773507
0.112500,2.719737
0.115000,2.652270
0.117500,2.578090
0.120000,2.502336
0.122500,2.428573
0.125000,2.359327
0.127500,2.296585
0.130000,2.242074
0.132500,2.197353
0.135000,2.163822
0.137500,2.142750
0.140000,2.135263
0.142500,2.142103
0.145000,2.163049
0.147500,2.196176
0.150000,2.237403
0.152500,2.280798
0.155000,2.319742
0.157500,2.348574
0.160000,2.363999
0.162500,2.365682
0.165000,2.355860
0.167500,2.338305
0.170000,2.317180
0.172500,2.296174
0.175000,2.278049
0.177500,2.264500
0.180000,2.256191
0.182500,2.252881
0.185000,2.253585
0.187500,2.256714
0.190000,2.260128
0.192500,2.261131
0.195000,2.256521
0.197500,2.242900
0.200000,2.217345
0.202500,2.178337
0.205000,2.126603
0.207500,2.065479
0.210000,2.000463
0.212500,1.938020
0.215000,1.883988
0.217500,1.842189
0.220000,1.813782
0.222500,1.797570
0.225000,1.791080
0.227500,1.791899
0.230000,1.798692
0.232500,1.811540
0.235000,1.831575
0.237500,1.860175
0.240000,1.898120
0.242500,1.945048
0.245000,1.999399
0.247500,2.058821
0.250000,2.120854
0.252500,2.183587
0.255000,2.245969
0.257500,2.307609
0.260000,2.368122
0.262500,2.426393
0.265000,2.480180
0.267500,2.526367
0.270000,2.561801
0.272500,2.584330
0.275000,2.593562
0.277500,2.591014
0.280000,2.579664
0.282500,2.563151
0.285000,2.544890
0.287500,2.527319
0.290000,2.511340
0.292500,2.496056
0.295000,2.478922
0.297500,2.456416
0.300000,2.425159
0.302500,2.383205
0.305000,2.331078
0.307500,2.272186
0.310000,2.212487
0.312500,2.159515
0.315000,2.121025
0.317500,2.103530
0.320000,2.110921
0.322500,2.143340
0.325000,2.196548
0.327500,2.262049
0.330000,2.328221
0.332500,2.382451
0.335000,2.413895
0.337500,2.416196
0.340000,2.389354
0.342500,2.340143
0.345000,2.280868
0.347500,2.226737
0.350000,2.192521
0.352500,2.189370
0.355000,2.222605
0.357500,2.291015
0.360000,2.387734
0.362500,2.502302
0.365000,2.623196
0.367500,2.740042
0.370000,2.845029
0.372500,2.933401
0.375000,3.003296
0.377500,3.055230
0.380000,3.091396
0.382500,3.114716
0.385000,3.127601
0.387500,3.130653
0.390000,3.121877
0.392500,3.097046
0.395000,3.051446
0.397500,2.982486
0.400000,2.892026
0.402500,2.787204
0.405000,2.679165
0.407500,2.580080
0.410000,2.499714
0.412500,2.442953
0.415000,2.409247
0.417500,2.393949
0.420000,2.390763
0.422500,2.394137
0.425000,2.400735
0.427500,2.409668
0.430000,2.421804
0.432500,2.438768
0.435000,2.462134
0.437500,2.493048
0.440000,2.532118
0.442500,2.579337
0.445000,2.633848
0.447500,2.693648
0.450000,2.755492
0.452500,2.815235
0.455000,2.868617
0.457500,2.912174
0.460000,2.943897
0.462500,2.963345
0.465000,2.971267
0.467500,2.969023
0.470000,2.958141
0.472500,2.940159
0.475000,2.916646
0.477500,2.889131
0.480000,2.858769
0.482500,2.825796
0.485000,2.789121
0.487500,2.746432
0.490000,2.695048
0.492500,2.633292
0.495000,2.561861
0.497500,2.484523
0.500000,2.407798
0.502500,2.339695
0.505000,2.288031
0.507500,2.258951
0.510000,2.256119
0.512500,2.280663
0.515000,2.331677
0.517500,2.406888
0.520000,2.503124
0.522500,2.616368
0.525000,2.741369
0.527500,2.871024
0.530000,2.995978
0.532500,3.104949
0.535000,3.186114
0.537500,3.229439
0.540000,3.229338
0.542500,3.186692
0.545000,3.109391
0.547500,3.011037
0.550000,2.908121
0.552500,2.816502
0.555000,2.748132
0.557500,2.708830
0.560000,2.697508
0.562500,2.706912
0.565000,2.725637
0.567500,2.740953
0.570000,2.741806
0.572500,2.721273
0.575000,2.677884
0.577500,2.615458
0.580000,2.541584
0.582500,2.465251
0.585000,2.394435
0.587500,2.334414
0.590000,2.287265
0.592500,2.252519
0.595000,2.228475
0.597500,2.213475
0.600000,2.206542
0.602500,2.207137
0.605000,2.214287
0.607500,2.225687
0.610000,2.237422
0.612500,2.244760
0.615000,2.243888
0.617500,2.234003
0.620000,2.218807
0.622500,2.206648
0.625000,2.209033
0.627500,2.237941
0.630000,2.302841
0.632500,2.408369
0.635000,2.553254
0.637500,2.730507
0.640000,2.928438
0.642500,3.131980
0.645000,3.324019
0.647500,3.486819
0.650000,3.603865
0.652500,3.662291
0.655000,3.655610
0.657500,3.585911
0.660000,3.464473
0.662500,3.310103
0.665000,3.145295
0.667500,2.991260
0.670000,2.863370
0.672500,2.768450
0.675000,2.704621
0.677500,2.663483
0.680000,2.633687
0.682500,2.604642
0.685000,2.569324
0.687500,2.525536
0.690000,2.475549
0.692500,2.424473
0.695000,2.378020
0.697500,2.340427
0.700000,2.313196
0.702500,2.294965
0.705000,2.282396
0.707500,2.271631
0.710000,2.259717
0.712500,2.245510
0.715000,2.229856
0.717500,2.215092
0.720000,2.204138
0.722500,2.199486
0.725000,2.202415
0.727500,2.212662
0.730000,2.228654
0.732500,2.248235
0.735000,2.269593
0.737500,2.292014
0.740000,2.316149
0.742500,2.343655
0.745000,2.376396
0.747500,2.415550
0.750000,2.461002
0.752500,2.511208
0.755000,2.563483
0.757500,2.614473
0.760000,2.660588
0.762500,2.698310
0.765000,2.724434
0.767500,2.736406
0.770000,2.732807
0.772500,2.713859
0.775000,2.681736
0.777500,2.640374
0.780000,2.594695
0.782500,2.549368
0.785000,2.507516
0.787500,2.469877
0.790000,2.434833
0.792500,2.399380
0.795000,2.360732
0.797500,2.317927
0.800000,2.272787
0.802500,2.229848
0.805000,2.195297
0.807500,2.175352
0.810000,2.174680
0.812500,2.195362
0.815000,2.236622
0.817500,2.295254
0.820000,2.366496
0.822500,2.445043
0.825000,2.525909
0.827500,2.604958
0.830000,2.678995
0.832500,2.745455
0.835000,2.801912
0.837500,2.845715
0.840000,2.874059
0.842500,2.884579
0.845000,2.876244
0.847500,2.850094
0.850000,2.809378
0.852500,2.758879
0.855000,2.703619
0.857500,2.647458
0.860000,2.592178
0.862500,2.537411
0.865000,2.481433
0.867500,2.422464
0.870000,2.359923
0.872500,2.295143
0.875000,2.231298
0.877500,2.172573
0.880000,2.122930
0.882500,2.084896
0.885000,2.058793
0.887500,2.042635
0.890000,2.032686
0.892500,2.024467
0.895000,2.013885
0.897500,1.998142
0.900000,1.976246
0.902500,1.949041
0.905000,1.918874
0.907500,1.889001
0.910000,1.862844
0.912500,1.843193
0.915000,1.831436
0.917500,1.827043
0.920000,1.827508
0.922500,1.828937
0.925000,1.827197
0.927500,1.819317
0.930000,1.804621
0.932500,1.785183
0.935000,1.765418
0.937500,1.750989
0.940000,1.747443
0.942500,1.759007
0.945000,1.787840
0.947500,1.833766
0.950000,1.894376
0.952500,1.965328
