freqs [eV],Lambda [1/ps]
0.000000,0.068521
0.002500,0.074061
0.005000,0.090773
0.007500,0.118765
0.010000,0.157724
0.012500,0.206400
0.015000,0.262244
0.017500,0.321414
0.020000,0.379251
0.022500,0.431128
0.025000,0.473456
0.027500,0.504497
0.030000,0.524727
0.032500,0.536624
0.035000,0.543960
0.037500,0.550852
0.040000,0.560903
0.042500,0.576715
0.045000,0.599894
0.047500,0.631475
0.050000,0.672537
0.052500,0.724683
0.055000,0.790129
0.057500,0.871250
0.060000,0.969605
0.062500,1.084633
0.065000,1.212419
0.067500,1.345082
0.070000,1.471378
0.072500,1.578805
0.075000,1.656920
0.077500,1.700813
0.080000,1.713331
0.082500,1.704835
0.085000,1.690259
0.087500,1.684429
0.090000,1.697412
0.092500,1.731688
0.095000,1.782045
0.097500,1.837920
0.100000,1.886987
0.102500,1.918574
0.105000,1.925895
0.107500,1.906826
0.110000,1.863479
0.112500,1.801101
0.115000,1.726744
0.117500,1.648015
0.120000,1.572050
0.122500,1.504787
0.125000,1.450549
0.127500,1.411867
0.130000,1.389522
0.132500,1.382767
0.135000,1.389760
0.137500,1.408179
0.140000,1.435853
0.142500,1.471127
0.145000,1.512731
0.147500,1.559159
0.150000,1.607920
0.152500,1.655129
0.155000,1.695841
0.157500,1.725088
0.160000,1.739238
0.162500,1.737140
0.165000,1.720659
0.167500,1.694490
0.170000,1.665376
0.172500,1.640925
0.175000,1.628219
0.177500,1.632405
0.180000,1.655555
0.182500,1.696143
0.185000,1.749408
0.187500,1.808586
0.190000,1.866638
0.192500,1.917836
0.195000,1.958678
0.197500,1.987886
0.200000,2.005786
0.202500,2.013640
0.205000,2.013463
0.207500,2.008472
0.210000,2.003824
0.212500,2.006965
0.215000,2.026964
0.217500,2.072622
0.220000,2.149747
0.222500,2.258477
0.225000,2.391743
0.227500,2.535736
0.230000,2.672588
0.232500,2.784612
0.235000,2.858753
0.237500,2.889657
0.240000,2.880260
0.242500,2.839820
0.245000,2.780384
0.247500,2.713298
0.250000,2.647135
0.252500,2.587533
0.255000,2.538403
0.257500,2.503310
0.260000,2.485916
0.262500,2.489085
0.265000,2.513088
0.267500,2.553952
0.270000,2.602965
0.272500,2.647828
0.275000,2.675184
0.277500,2.673704
0.280000,2.636696
0.282500,2.563496
0.285000,2.459347
0.287500,2.334034
0.290000,2.199838
0.292500,2.069455
0.295000,1.954344
0.297500,1.863620
0.300000,1.803382
0.302500,1.776224
0.305000,1.780851
0.307500,1.811925
0.310000,1.860439
0.312500,1.914799
0.315000,1.962572
0.317500,1.992508
0.320000,1.996333
0.322500,1.969886
0.325000,1.913447
0.327500,1.831344
0.330000,1.731104
0.332500,1.622380
0.335000,1.515862
0.337500,1.422285
0.340000,1.351637
0.342500,1.312618
0.345000,1.312339
0.347500,1.356151
0.350000,1.447416
0.352500,1.587082
0.355000,1.773127
0.357500,2.000118
0.360000,2.259235
0.362500,2.538917
0.365000,2.825957
0.367500,3.106578
0.370000,3.367048
0.372500,3.593819
0.375000,3.773610
0.377500,3.894076
0.380000,3.945337
0.382500,3.921995
0.385000,3.824751
0.387500,3.660775
0.390000,3.442586
0.392500,3.185940
0.395000,2.907632
0.397500,2.623966
0.400000,2.350088
0.402500,2.099826
0.405000,1.885504
0.407500,1.717353
0.410000,1.602509
0.412500,1.543906
0.415000,1.539466
0.417500,1.581970
0.420000,1.659802
0.422500,1.758557
0.425000,1.863301
0.427500,1.961001
0.430000,2.042568
0.432500,2.103938
0.435000,2.145899
0.437500,2.172700
0.440000,2.189872
0.442500,2.201950
0.445000,2.210815
0.447500,2.215242
0.450000,2.211822
0.452500,2.196976
0.455000,2.169336
0.457500,2.131578
0.460000,2.090966
0.462500,2.058349
0.465000,2.045956
0.467500,2.064697
0.470000,2.121751
0.472500,2.218901
0.475000,2.351697
0.477500,2.509362
0.480000,2.675424
0.482500,2.829285
0.485000,2.949045
0.487500,3.015582
0.490000,3.017238
0.492500,2.953806
0.495000,2.838271
0.497500,2.695241
0.500000,2.556088
0.502500,2.452010
0.505000,2.406948
0.507500,2.432298
0.510000,2.524637
0.512500,2.666784
0.515000,2.831672
0.517500,2.988031
0.520000,3.106703
0.522500,3.166321
0.525000,3.157178
0.527500,3.082390
0.530000,2.956077
0.532500,2.799095
0.535000,2.633659
0.537500,2.478501
0.540000,2.345902
0.542500,2.241194
0.545000,2.164348
0.547500,2.112669
0.550000,2.083426
0.552500,2.075495
0.555000,2.089606
0.557500,2.127298
0.560000,2.189049
0.562500,2.272296
0.565000,2.370041
0.567500,2.470648
0.570000,2.559097
0.572500,2.619603
0.575000,2.639033
0.577500,2.610190
0.580000,2.533950
0.582500,2.419481
0.585000,2.282405
0.587500,2.141447
0.590000,2.014636
0.592500,1.916147
0.595000,1.854510
0.597500,1.832270
0.600000,1.846679
0.602500,1.890810
0.605000,1.954688
0.607500,2.026410
0.610000,2.093508
0.612500,2.144772
0.615000,2.172438
0.617500,2.174130
0.620000,2.153776
0.622500,2.120903
0.625000,2.088351
0.627500,2.069122
0.630000,2.073422
0.632500,2.106804
0.635000,2.169706
0.637500,2.258096
0.640000,2.364604
0.642500,2.479592
0.645000,2.591993
0.647500,2.690079
0.650000,2.762478
0.652500,2.799645
0.655000,2.795664
0.657500,2.749900
0.660000,2.667869
0.662500,2.560798
0.665000,2.443751
0.667500,2.332700
0.670000,2.241317
0.672500,2.178324
0.675000,2.146054
0.677500,2.140493
0.680000,2.152657
0.682500,2.170893
0.685000,2.183479
0.687500,2.180965
0.690000,2.157755
0.692500,2.112719
0.695000,2.048832
0.697500,1.972083
0.700000,1.889985
0.702500,1.810056
0.705000,1.738588
0.707500,1.679946
0.710000,1.636466
0.712500,1.608874
0.715000,1.596947
0.717500,1.600069
0.720000,1.617407
0.722500,1.647645
0.725000,1.688516
0.727500,1.736495
0.730000,1.786990
0.732500,1.835049
0.735000,1.876390
0.737500,1.908300
0.740000,1.930105
0.742500,1.943083
0.745000,1.949952
0.747500,1.954185
0.750000,1.959341
0.752500,1.968477
0.755000,1.983613
0.757500,2.005201
0.760000,2.031697
0.762500,2.059417
0.765000,2.082877
0.767500,2.095720
0.770000,2.092080
0.772500,2.068045
0.775000,2.022750
0.777500,1.958762
0.780000,1.881614
0.782500,1.798655
0.785000,1.717579
0.787500,1.645029
0.790000,1.585599
0.792500,1.541421
0.795000,1.512357
0.797500,1.496718
0.800000,1.492275
0.802500,1.497307
0.805000,1.511328
0.807500,1.535275
0.810000,1.571065
0.812500,1.620696
0.815000,1.685215
0.817500,1.763959
0.820000,1.854320
0.822500,1.952089
0.825000,2.052155
0.827500,2.149250
0.830000,2.238429
0.832500,2.315199
0.835000,2.375438
0.837500,2.415357
0.840000,2.431745
0.842500,2.422566
0.845000,2.387690
0.847500,2.329450
0.850000,2.252681
0.852500,2.164128
0.855000,2.071373
0.857500,1.981624
0.860000,1.900759
0.862500,1.832869
0.865000,1.780316
0.867500,1.744066
0.870000,1.724014
0.872500,1.719040
0.875000,1.726791
0.877500,1.743377
0.880000,1.763339
0.882500,1.780185
0.885000,1.787551
0.887500,1.780711
0.890000,1.757886
0.892500,1.720805
0.895000,1.674196
0.897500,1.624381
0.900000,1.577494
0.902500,1.538068
0.905000,1.508476
0.907500,1.489331
0.910000,1.480432
0.912500,1.481648
0.915000,1.493242
0.917500,1.515477
0.920000,1.547792
0.922500,1.588048
0.925000,1.632296
0.927500,1.675261
0.930000,1.711407
0.932500,1.736191
0.935000,1.747089
0.937500,1.744103
0.940000,1.729628
0.942500,1.707824
0.945000,1.683671
0.947500,1.661978
0.950000,1.646511
0.952500,1.639387
0.955000,1.640795
0.957500,1.649071
0.960000,1.661097
0.962500,1.673000
0.965000,1.681045
0.967500,1.682572
0.970000,1.676769
0.972500,1.665031
0.975000,1.650720
0.977500,1.638330
0.980000,1.632268
0.982500,1.635648
0.985000,1.649469
0.987500,1.672429
0.990000,1.701365
0.992500,1.732136
0.995000,1.760685
0.997500,1.783990
1.000000,1.800693
1.002500,1.811233
1.005000,1.817446
1.007500,1.821700
1.010000,1.825855
1.012500,1.830401
1.015000,1.834123
1.017500,1.834460
1.020000,1.828426
1.022500,1.813798
1.025000,1.790147
1.027500,1.759396
1.030000,1.725733
1.032500,1.694900
1.035000,1.673017
1.037500,1.665184
1.040000,1.674207
1.042500,1.699758
1.045000,1.738279
1.047500,1.783748
1.050000,1.829191
1.052500,1.868576
1.055000,1.898553
1.057500,1.919498
1.060000,1.935517
1.062500,1.953353
1.065000,1.980444
1.067500,2.022607
1.070000,2.081947
1.072500,2.155587
1.075000,2.235677
1.077500,2.310839
1.080000,2.368814
1.082500,2.399631
1.085000,2.398361
1.087500,2.366579
1.090000,2.312027
1.092500,2.246546
1.095000,2.182942
1.097500,2.131769
1.100000,2.099016
1.102500,2.085321
1.105000,2.086776
1.107500,2.096833
1.110000,2.108508
1.112500,2.116113
1.115000,2.116129
1.117500,2.107267
1.120000,2.090077
1.122500,2.066428
1.125000,2.038965
1.127500,2.010446
1.130000,1.982872
1.132500,1.956624
1.135000,1.929998
1.137500,1.899568
1.140000,1.861463
1.142500,1.813120
1.145000,1.754805
1.147500,1.690190
1.150000,1.625731
1.152500,1.569104
1.155000,1.527331
1.157500,1.505264
1.160000,1.504820
1.162500,1.524976
1.165000,1.562317
1.167500,1.611810
1.170000,1.667622
1.172500,1.723925
1.175000,1.775682
1.177500,1.819380
1.180000,1.853624
1.182500,1.879470
1.185000,1.900361
1.187500,1.921641
1.190000,1.949615
1.192500,1.990249
1.195000,2.047667
1.197500,2.122769
1.200000,2.212352
1.202500,2.309117
1.205000,2.402738
1.207500,2.481881
1.210000,2.536671
1.212500,2.560930
1.215000,2.553481
1.217500,2.518110
1.220000,2.462179
1.222500,2.394366
