freqs [eV],Lambda [1/ps]
0.000000,0.000874
0.002500,0.000754
0.005000,0.000316
0.007500,-0.000656
0.010000,-0.002458
0.012500,-0.005364
0.015000,-0.009502
0.017500,-0.014728
0.020000,-0.020553
0.022500,-0.026170
0.025000,-0.030582
0.027500,-0.032830
0.030000,-0.032240
0.032500,-0.028636
0.035000,-0.022413
0.037500,-0.014482
0.040000,-0.006064
0.042500,0.001579
0.045000,0.007411
0.047500,0.010795
0.050000,0.011541
0.052500,0.009815
0.055000,0.005981
0.057500,0.000463
0.060000,-0.006324
0.062500,-0.013931
0.065000,-0.021791
0.067500,-0.029160
0.070000,-0.035176
0.072500,-0.039050
0.075000,-0.040313
0.077500,-0.039019
0.080000,-0.035783
0.082500,-0.031611
0.085000,-0.027568
0.087500,-0.024423
0.090000,-0.022403
0.092500,-0.021178
0.095000,-0.020064
0.097500,-0.018358
0.100000,-0.015644
0.102500,-0.011950
0.105000,-0.007694
0.107500,-0.003479
0.110000,0.000136
0.112500,0.002783
0.115000,0.004288
0.117500,0.004555
0.120000,0.003428
0.122500,0.000630
0.125000,-0.004176
0.127500,-0.011186
0.130000,-0.020196
0.132500,-0.030410
0.135000,-0.040433
0.137500,-0.048539
0.140000,-0.053148
0.142500,-0.053369
0.145000,-0.049368
0.147500,-0.042392
0.150000,-0.034438
0.152500,-0.027681
0.155000,-0.023898
0.157500,-0.024067
0.160000,-0.028234
0.162500,-0.035623
0.165000,-0.044911
0.167500,-0.054595
0.170000,-0.063383
0.172500,-0.070535
0.175000,-0.076065
0.177500,-0.080681
0.180000,-0.085451
0.182500,-0.091270
0.185000,-0.098329
0.187500,-0.105827
0.190000,-0.112067
0.192500,-0.114916
0.195000,-0.112459
0.197500,-0.103583
0.200000,-0.088304
0.202500,-0.067776
0.205000,-0.044042
0.207500,-0.019658
0.210000,0.002704
0.212500,0.020619
0.215000,0.032229
0.217500,0.036512
0.220000,0.033448
0.222500,0.024072
0.225000,0.010356
0.227500,-0.005064
0.230000,-0.019282
0.232500,-0.029602
0.235000,-0.034025
0.237500,-0.031657
0.240000,-0.022932
0.242500,-0.009555
0.245000,0.005856
0.247500,0.020363
0.250000,0.031398
0.252500,0.037362
0.255000,0.037983
0.257500,0.034357
0.260000,0.028657
0.262500,0.023579
0.265000,0.021650
0.267500,0.024550
0.270000,0.032639
0.272500,0.044821
0.275000,0.058820
0.277500,0.071802
0.280000,0.081176
0.282500,0.085307
0.285000,0.083923
0.287500,0.078066
0.290000,0.069634
0.292500,0.060704
0.295000,0.052907
0.297500,0.047073
0.300000,0.043219
0.302500,0.040799
0.305000,0.039018
0.307500,0.037080
0.310000,0.034322
0.312500,0.030288
0.315000,0.024814
0.317500,0.018146
0.320000,0.010997
0.322500,0.004433
0.325000,-0.000462
0.327500,-0.003058
0.330000,-0.003595
0.332500,-0.003316
0.335000,-0.004199
0.337500,-0.008338
0.340000,-0.017168
0.342500,-0.030841
0.345000,-0.047968
0.347500,-0.065854
0.350000,-0.081128
0.352500,-0.090590
0.355000,-0.091973
0.357500,-0.084419
0.360000,-0.068558
0.362500,-0.046223
0.365000,-0.019973
0.367500,0.007398
0.370000,0.033224
0.372500,0.055192
0.375000,0.071484
0.377500,0.080892
0.380000,0.082946
0.382500,0.077967
0.385000,0.067024
0.387500,0.051726
0.390000,0.033944
0.392500,0.015521
0.395000,-0.001927
0.397500,-0.017101
0.400000,-0.029040
0.402500,-0.037117
0.405000,-0.041043
0.407500,-0.040885
0.410000,-0.037060
0.412500,-0.030285
0.415000,-0.021469
0.417500,-0.011595
0.420000,-0.001614
0.422500,0.007610
0.425000,0.015326
0.427500,0.020927
0.430000,0.024017
0.432500,0.024521
0.435000,0.022751
0.437500,0.019374
0.440000,0.015226
0.442500,0.011032
0.445000,0.007143
0.447500,0.003436
0.450000,-0.000550
0.452500,-0.005287
0.455000,-0.010878
0.457500,-0.016789
0.460000,-0.021825
0.462500,-0.024359
0.465000,-0.022738
0.467500,-0.015746
0.470000,-0.002981
0.472500,0.014948
0.475000,0.036444
0.477500,0.059161
0.480000,0.080426
0.482500,0.097729
0.485000,0.109214
0.487500,0.114028
0.490000,0.112448
0.492500,0.105725
0.495000,0.095671
0.497500,0.084102
0.500000,0.072309
0.502500,0.060747
0.505000,0.049059
0.507500,0.036416
0.510000,0.022043
0.512500,0.005695
0.515000,-0.012114
0.517500,-0.030220
0.520000,-0.047193
0.522500,-0.061815
0.525000,-0.073440
0.527500,-0.082081
0.530000,-0.088229
0.532500,-0.092528
0.535000,-0.095497
0.537500,-0.097432
0.540000,-0.098517
0.542500,-0.099023
0.545000,-0.099422
0.547500,-0.100307
0.550000,-0.102102
0.552500,-0.104702
0.555000,-0.107216
0.557500,-0.107982
0.560000,-0.104882
0.562500,-0.095898
0.565000,-0.079701
0.567500,-0.056098
0.570000,-0.026184
0.572500,0.007851
0.575000,0.043162
0.577500,0.076791
0.580000,0.106138
0.582500,0.129242
0.585000,0.144869
0.587500,0.152443
0.590000,0.151924
0.592500,0.143712
0.595000,0.128583
0.597500,0.107667
0.600000,0.082417
0.602500,0.054552
0.605000,0.025970
0.607500,-0.001371
0.610000,-0.025600
0.612500,-0.045128
0.615000,-0.058879
0.617500,-0.066510
0.620000,-0.068562
0.622500,-0.066424
0.625000,-0.062096
0.627500,-0.057735
0.630000,-0.055123
0.632500,-0.055193
0.635000,-0.057755
0.637500,-0.061518
0.640000,-0.064416
0.642500,-0.064142
0.645000,-0.058790
0.647500,-0.047418
0.650000,-0.030388
0.652500,-0.009362
0.655000,0.013062
0.657500,0.034009
0.660000,0.051064
0.662500,0.062857
0.665000,0.069289
0.667500,0.071318
0.670000,0.070408
0.672500,0.067866
0.675000,0.064344
0.677500,0.059701
0.680000,0.053232
0.682500,0.044168
0.685000,0.032179
0.687500,0.017687
0.690000,0.001858
0.692500,-0.013703
0.695000,-0.027403
0.697500,-0.038081
0.700000,-0.045218
0.702500,-0.048896
0.705000,-0.049520
0.707500,-0.047457
0.710000,-0.042761
0.712500,-0.035121
0.715000,-0.024074
0.717500,-0.009405
0.720000,0.008443
0.722500,0.028145
