# {'v': 0.020214009707174272, 'err': 0.00010486340307322027}
 1.0000000000000000e-03  2.0211571676558307e-02  1.0487896116183293e-04  9.9987938906474849e-01  1.0973591219042093e-05
 2.0000000000000000e-03  2.0206308093723722e-02  1.0497399640059499e-04  9.9961899625249429e-01  2.8327818982145635e-05
 3.0000000000000001e-03  2.0199749554687191e-02  1.0513502727543289e-04  9.9929454112797722e-01  4.1477319916115202e-05
 4.0000000000000001e-03  2.0187896492017576e-02  1.0519428606693462e-04  9.9870816253009775e-01  6.5296432766691426e-05
 5.0000000000000001e-03  2.0175841570128594e-02  1.0519774612109254e-04  9.9811179782741810e-01  8.1636994675321616e-05
 6.0000000000000001e-03  2.0162599374790070e-02  1.0524329025773080e-04  9.9745669794716907e-01  9.3483731240437111e-05
 7.0000000000000001e-03  2.0145044317537098e-02  1.0508198812996287e-04  9.9658823802717889e-01  1.2411871116437716e-04
 8.0000000000000002e-03  2.0130479221281083e-02  1.0493200814022672e-04  9.9586769339170045e-01  1.2944529111966869e-04
 9.0000000000000011e-03  2.0110893865100232e-02  1.0514261486885752e-04  9.9489879328407360e-01  1.7676233279174453e-04
 1.0000000000000000e-02  2.0093162417114147e-02  1.0515695420370595e-04  9.9402160720160160e-01  1.8051344594313283e-04
 1.0999999999999999e-02  2.0071100157661118e-02  1.0476592488704671e-04  9.9293017310353660e-01  2.1690290393208765e-04
 1.2000000000000000e-02  2.0049452145984425e-02  1.0463755224675574e-04  9.9185923210814309e-01  2.3391787008276031e-04
 1.3000000000000001e-02  2.0028434829829744e-02  1.0428110294809658e-04  9.9081949202395680e-01  2.6573116234922489e-04
 1.4000000000000000e-02  2.0002118899574053e-02  1.0413790513498607e-04  9.8951762610834137e-01  2.8626662174489128e-04
 1.4999999999999999e-02  1.9981480898769159e-02  1.0453814221654263e-04  9.8849665099732364e-01  2.9940449300729988e-04
 1.6000000000000000e-02  1.9956212527303854e-02  1.0432730646135822e-04  9.8724660848565238e-01  3.0254450540106016e-04
 1.7000000000000001e-02  1.9933862755151813e-02  1.0472813119307775e-04  9.8614095095031884e-01  3.3387515099428421e-04
 1.8000000000000002e-02  1.9907579854906311e-02  1.0427243903243760e-04  9.8484071905045123e-01  3.5185109046039956e-04
 1.9000000000000000e-02  1.9878796152712184e-02  1.0497221648517011e-04  9.8341677087732293e-01  3.6801397798937155e-04
 2.0000000000000000e-02  1.9857163930312796e-02  1.0511469240928794e-04  9.8234661098758524e-01  4.1078039542754663e-04
 2.1000000000000001e-02  1.9838637726514133e-02  1.0521926633797472e-04  9.8143010782631046e-01  4.2623622164222289e-04
 2.1999999999999999e-02  1.9815114780444041e-02  1.0572848696809083e-04  9.8026641262625613e-01  4.8305225112432070e-04
 2.3000000000000000e-02  1.9793237156648668e-02  1.0591632603031790e-04  9.7918411257236782e-01  5.0668375633216558e-04
 2.4000000000000000e-02  1.9771461482259552e-02  1.0568139153259670e-04  9.7810685602086889e-01  5.2424605356113678e-04
 2.5000000000000001e-02  1.9753483383183012e-02  1.0557243798624551e-04  9.7721746795106113e-01  5.6010718732091768e-04
 2.6000000000000002e-02  1.9730240826242675e-02  1.0628433770977182e-04  9.7606764378074384e-01  6.2054482254859998e-04
 2.7000000000000000e-02  1.9714861416336400e-02  1.0625372432159271e-04  9.7530681452771262e-01  6.3650759295806559e-04
 2.8000000000000001e-02  1.9696954800288016e-02  1.0636969284142216e-04  9.7442096276906676e-01  6.2828784180925224e-04
 2.9000000000000001e-02  1.9680942644863881e-02  1.0635881189607170e-04  9.7362883119022159e-01  6.7749757945213211e-04
 2.9999999999999999e-02  1.9657799065180816e-02  1.0739681322985608e-04  9.7248390348818081e-01  7.5562320661048162e-04
 3.1000000000000000e-02  1.9639651844945712e-02  1.0725179250994900e-04  9.7158614888639772e-01  7.5366071543736079e-04
 3.2000000000000001e-02  1.9626453663118822e-02  1.0731486278717781e-04  9.7093322638274404e-01  7.8178023522784874e-04
 3.3000000000000002e-02  1.9611659516999197e-02  1.0742270740355291e-04  9.7020135050388878e-01  7.9726232927480433e-04
 3.4000000000000002e-02  1.9599959756022772e-02  1.0758955943220879e-04  9.6962255583890589e-01  7.9395833585986823e-04
 3.5000000000000003e-02  1.9584807625218151e-02  1.0826678459569096e-04  9.6887297022852381e-01  8.3975212422104169e-04
 3.6000000000000004e-02  1.9572652470498969e-02  1.0870172384860091e-04  9.6827164694357126e-01  8.4804847971127971e-04
 3.6999999999999998e-02  1.9554405488485235e-02  1.0950605675667608e-04  9.6736895706273784e-01  8.9298999683335182e-04
 3.7999999999999999e-02  1.9546038765616357e-02  1.0932481216299178e-04  9.6695504992654469e-01  8.9037312456006286e-04
 3.9000000000000000e-02  1.9531156371768121e-02  1.0915369530217502e-04  9.6621880837606422e-01  8.8288962481240351e-04
 4.0000000000000001e-02  1.9528974528588344e-02  1.0882632988747634e-04  9.6611087119727668e-01  8.9110193426486821e-04
 4.1000000000000002e-02  1.9521417814849274e-02  1.0867202569439287e-04  9.6573703573125391e-01  8.9744519848087147e-04
 4.2000000000000003e-02  1.9514102333770419e-02  1.0901828167006559e-04  9.6537513419935461e-01  8.9525026515096552e-04
 4.3000000000000003e-02  1.9507086503937718e-02  1.0893774132440851e-04  9.6502805660642099e-01  9.2408904221173412e-04
 4.3999999999999997e-02  1.9500657462041427e-02  1.0888585749508623e-04  9.6471000778832783e-01  9.0319526688117805e-04
 4.4999999999999998e-02  1.9498008115795704e-02  1.0848581499910034e-04  9.6457894293360069e-01  9.3351575624420766e-04
 4.5999999999999999e-02  1.9492307976458737e-02  1.0886961160652987e-04  9.6429695339171662e-01  9.5426521925849259e-04
 4.7000000000000000e-02  1.9485697358784068e-02  1.0957489097062272e-04  9.6396992190363329e-01  9.6169459844489588e-04
 4.8000000000000001e-02  1.9483067482394686e-02  1.0957609884223730e-04  9.6383982023516279e-01  9.6203924701971960e-04
 4.9000000000000002e-02  1.9480791355626172e-02  1.0951651255119396e-04  9.6372721878688572e-01  9.6037990374335167e-04
 5.0000000000000003e-02  1.9473088313439531e-02  1.0932957479802910e-04  9.6334614435889099e-01  9.6183073548913259e-04
 5.1000000000000004e-02  1.9468607527335230e-02  1.0927222738526869e-04  9.6312447700198311e-01  9.7447699591843642e-04
 5.2000000000000005e-02  1.9465363676437614e-02  1.0923831415405924e-04  9.6296400162156093e-01  9.9260098081872827e-04
 5.2999999999999999e-02  1.9467094732944997e-02  1.0914054725132487e-04  9.6304963809509880e-01  9.8665007800412914e-04
 5.3999999999999999e-02  1.9462822313386259e-02  1.0924518303648551e-04  9.6283827876458350e-01  9.9879822157917793e-04
 5.5000000000000000e-02  1.9461498664696181e-02  1.0910760779947514e-04  9.6277279701656548e-01  9.8841236249204347e-04
 5.6000000000000001e-02  1.9457866441862010e-02  1.0947403878923578e-04  9.6259310862782976e-01  9.8930952135162014e-04
 5.7000000000000002e-02  1.9453916031566976e-02  1.0932122999315155e-04  9.6239767930172082e-01  9.7883807656632565e-04
 5.8000000000000003e-02  1.9450807409722715e-02  1.0920979190234858e-04  9.6224389378913355e-01  9.8428457805605179e-04
 5.9000000000000004e-02  1.9450259548841699e-02  1.0914334942561375e-04  9.6221679076064226e-01  9.8296206912488397e-04
 5.9999999999999998e-02  1.9451973652976590e-02  1.0905493364266245e-04  9.6230158858946113e-01  9.9454524980714838e-04
 6.0999999999999999e-02  1.9449938151676213e-02  1.0926553568094134e-04  9.6220089103712669e-01  9.9418186011694882e-04
 6.2000000000000000e-02  1.9450046228947745e-02  1.0881886163768736e-04  9.6220623768893387e-01  9.9518596000798738e-04
 6.3000000000000000e-02  1.9447287362037220e-02  1.0952935483964760e-04  9.6206975477681056e-01  1.0259469612659796e-03
 6.4000000000000001e-02  1.9447334563473317e-02  1.0911707790693605e-04  9.6207208986206971e-01  1.0198150347303307e-03
 6.5000000000000002e-02  1.9445873844881972e-02  1.0893340972237274e-04  9.6199982717829224e-01  1.0254464578824769e-03
 6.6000000000000003e-02  1.9444626240389180e-02  1.0902602387634298e-04  9.6193810738539298e-01  1.0195589787269095e-03
 6.7000000000000004e-02  1.9443121995167432e-02  1.0882057471683856e-04  9.6186369141134631e-01  1.0144874148692229e-03
 6.8000000000000005e-02  1.9442186326406815e-02  1.0907350555483251e-04  9.6181740327880005e-01  1.0190408370008444e-03
 6.9000000000000006e-02  1.9441839606559933e-02  1.0895516467986980e-04  9.6180025082602572e-01  1.0217667748067770e-03
 7.0000000000000007e-02  1.9437418346306773e-02  1.0974583492767465e-04  9.6158152825107857e-01  1.0557083180020629e-03
 7.1000000000000008e-02  1.9435926064889211e-02  1.0997327452099320e-04  9.6150770413408349e-01  1.0711334595777109e-03
