# {'v': 0.03313552342355895, 'err': 0.00010367434398615141}
 1.0000000000000000e-03  3.3111911966201363e-02  1.0370757430202922e-04  9.9928742766318268e-01  2.4730977785078316e-05
 2.0000000000000000e-03  3.3046464817165805e-02  1.0362262389496669e-04  9.9731229215079098e-01  5.0645151326795530e-05
 3.0000000000000001e-03  3.2946697698519080e-02  1.0407538081696178e-04  9.9430141112828718e-01  9.6242589573318827e-05
 4.0000000000000001e-03  3.2822485029551374e-02  1.0510313523058099e-04  9.9055278560093574e-01  1.7218407061457035e-04
 5.0000000000000001e-03  3.2695474909888625e-02  1.0490006253852529e-04  9.8671973555252612e-01  2.3417823924088728e-04
 6.0000000000000001e-03  3.2556117123246575e-02  1.0625722884312428e-04  9.8251404413004007e-01  2.8433796220783832e-04
 7.0000000000000001e-03  3.2407000275024418e-02  1.0786028524119534e-04  9.7801383309320045e-01  3.7752910036915232e-04
 8.0000000000000002e-03  3.2263213848020771e-02  1.0730564222232833e-04  9.7367448932712564e-01  4.1621162718015134e-04
 9.0000000000000011e-03  3.2116888547288724e-02  1.0833608898295971e-04  9.6925852465798112e-01  4.8265006888485615e-04
 1.0000000000000000e-02  3.1982259285435265e-02  1.0818507928774400e-04  9.6519553581870599e-01  5.4409039891929354e-04
 1.0999999999999999e-02  3.1835733034849996e-02  1.0824888747589361e-04  9.6077350666551353e-01  5.5627055121910344e-04
 1.2000000000000000e-02  3.1695763954037739e-02  1.0847295309990916e-04  9.5654936694020776e-01  6.0751227600012330e-04
 1.3000000000000001e-02  3.1559451951987574e-02  1.0912269717278707e-04  9.5243559453022519e-01  6.5787165189037564e-04
 1.4000000000000000e-02  3.1441002243775905e-02  1.0917817798322219e-04  9.4886088992400630e-01  6.5249565874246130e-04
 1.4999999999999999e-02  3.1320994569039716e-02  1.0935222250668139e-04  9.4523916730317503e-01  6.8713877669905057e-04
 1.6000000000000000e-02  3.1205931089170955e-02  1.1127632713512148e-04  9.4176665599264142e-01  7.8169023996405896e-04
 1.7000000000000001e-02  3.1101465954655138e-02  1.1207323106342928e-04  9.3861399311840588e-01  7.9358573338164792e-04
 1.8000000000000002e-02  3.1012466278094123e-02  1.1123825695808661e-04  9.3592806371800474e-01  8.1205412070239718e-04
 1.9000000000000000e-02  3.0920276666591445e-02  1.1209383818256858e-04  9.3314586497847529e-01  8.8605021541509688e-04
 2.0000000000000000e-02  3.0843410259967313e-02  1.1222992408909475e-04  9.3082610664414689e-01  9.2707765004601767e-04
 2.1000000000000001e-02  3.0774557062913543e-02  1.1417811441914543e-04  9.2874817969627155e-01  9.8941951442401799e-04
 2.1999999999999999e-02  3.0710226441404646e-02  1.1452782132762868e-04  9.2680673997049490e-01  1.0235693246360702e-03
 2.3000000000000000e-02  3.0656073352812809e-02  1.1397032553827123e-04  9.2517244894392447e-01  9.9808647658580253e-04
 2.4000000000000000e-02  3.0615138102739706e-02  1.1471610830973437e-04  9.2393706027811584e-01  1.0081814680415258e-03
 2.5000000000000001e-02  3.0576356281246945e-02  1.1482454521337195e-04  9.2276666013090736e-01  1.0196320210088998e-03
 2.6000000000000002e-02  3.0541012169795767e-02  1.1508029568906234e-04  9.2170000695028953e-01  1.0507620798347725e-03
 2.7000000000000000e-02  3.0509794507596243e-02  1.1481527434891963e-04  9.2075788626004174e-01  1.0490466339097776e-03
 2.8000000000000001e-02  3.0471071801772710e-02  1.1478063514625704e-04  9.1958927017003600e-01  1.0334298332041465e-03
 2.9000000000000001e-02  3.0446552149187140e-02  1.1431164873246336e-04  9.1884928932615006e-01  9.8691347840261620e-04
