freqs [eV],Lambda [1/ps]
0.000000,0.046536
0.002500,0.049764
0.005000,0.059604
0.007500,0.076480
0.010000,0.100950
0.012500,0.133518
0.015000,0.174398
0.017500,0.223258
0.020000,0.278983
0.022500,0.339536
0.025000,0.402014
0.027500,0.463013
0.030000,0.519273
0.032500,0.568487
0.035000,0.609963
0.037500,0.644872
0.040000,0.675885
0.042500,0.706254
0.045000,0.738645
0.047500,0.774146
0.050000,0.811864
0.052500,0.849328
0.055000,0.883602
0.057500,0.912727
0.060000,0.936908
0.062500,0.958920
0.065000,0.983458
0.067500,1.015577
0.070000,1.058789
0.072500,1.113577
0.075000,1.177030
0.077500,1.243833
0.080000,1.308295
0.082500,1.366576
0.085000,1.418163
0.087500,1.465913
0.090000,1.514607
0.092500,1.568619
0.095000,1.629640
0.097500,1.695358
0.100000,1.759560
0.102500,1.813588
0.105000,1.848587
0.107500,1.857815
0.110000,1.838343
0.112500,1.791757
0.115000,1.723853
0.117500,1.643544
0.120000,1.561349
0.122500,1.487758
0.125000,1.431671
0.127500,1.399084
0.130000,1.392205
0.132500,1.409235
0.135000,1.444926
0.137500,1.491835
0.140000,1.541894
0.142500,1.587798
0.145000,1.623820
0.147500,1.645961
0.150000,1.651649
0.152500,1.639386
0.155000,1.608649
0.157500,1.560151
0.160000,1.496309
0.162500,1.421616
0.165000,1.342612
0.167500,1.267268
0.170000,1.203797
0.172500,1.159144
0.175000,1.137588
0.177500,1.139965
0.180000,1.163869
0.182500,1.204860
0.185000,1.258293
0.187500,1.321061
0.190000,1.392466
0.192500,1.473740
0.195000,1.566265
0.197500,1.669157
0.200000,1.777269
0.202500,1.880692
0.205000,1.966327
0.207500,2.021320
0.210000,2.037294
0.212500,2.013863
0.215000,1.960055
0.217500,1.893017
0.220000,1.834410
0.222500,1.805650
0.225000,1.823391
0.227500,1.896285
0.230000,2.023463
0.232500,2.194695
0.235000,2.392023
0.237500,2.592644
0.240000,2.772785
0.242500,2.912011
0.245000,2.997049
0.247500,3.024064
0.250000,2.998631
0.252500,2.933395
0.255000,2.844228
0.257500,2.746237
0.260000,2.650846
0.262500,2.564597
0.265000,2.489554
0.267500,2.424617
0.270000,2.366953
0.272500,2.313036
0.275000,2.259252
0.277500,2.202391
0.280000,2.140344
0.282500,2.073072
0.285000,2.003480
0.287500,1.937614
0.290000,1.883695
0.292500,1.850001
0.295000,1.842177
0.297500,1.860947
0.300000,1.901123
0.302500,1.952374
0.305000,2.001551
0.307500,2.035801
0.310000,2.045514
0.312500,2.026277
0.315000,1.979378
0.317500,1.910906
0.320000,1.829801
0.322500,1.745445
0.325000,1.665434
0.327500,1.594056
0.330000,1.531833
0.332500,1.476217
0.335000,1.423245
0.337500,1.369698
0.340000,1.315139
0.342500,1.263254
0.345000,1.222120
0.347500,1.203333
0.350000,1.220197
0.352500,1.285287
0.355000,1.407729
0.357500,1.590546
0.360000,1.828516
0.362500,2.107174
0.365000,2.403612
0.367500,2.689461
0.370000,2.935764
0.372500,3.118700
0.375000,3.224586
0.377500,3.252656
0.380000,3.214762
0.382500,3.132098
0.385000,3.029867
0.387500,2.931256
0.390000,2.852141
0.392500,2.797754
0.395000,2.762133
0.397500,2.730592
0.400000,2.684647
0.402500,2.607961
0.405000,2.491476
0.407500,2.336064
0.410000,2.152040
0.412500,1.956052
0.415000,1.766811
0.417500,1.601278
0.420000,1.472405
0.422500,1.388568
0.425000,1.354093
0.427500,1.369931
0.430000,1.433776
0.432500,1.539496
0.435000,1.676376
0.437500,1.829037
0.440000,1.978794
0.442500,2.106671
0.445000,2.197458
0.447500,2.243606
0.450000,2.247518
0.452500,2.221287
0.455000,2.183788
0.457500,2.155912
0.460000,2.155366
0.462500,2.192498
0.465000,2.268194
0.467500,2.374264
0.470000,2.496023
0.472500,2.616277
0.475000,2.719653
0.477500,2.796162
0.480000,2.843074
0.482500,2.864537
0.485000,2.869027
0.487500,2.865465
0.490000,2.859426
0.492500,2.851022
0.495000,2.835384
0.497500,2.805575
0.500000,2.756593
0.502500,2.688657
0.505000,2.608372
0.507500,2.527411
0.510000,2.459404
0.512500,2.416254
0.515000,2.405009
0.517500,2.425946
0.520000,2.472177
0.522500,2.530797
0.525000,2.585512
0.527500,2.620328
0.530000,2.623463
0.532500,2.590353
0.535000,2.524721
0.537500,2.437372
0.540000,2.343220
0.542500,2.257674
0.545000,2.193610
0.547500,2.159624
0.550000,2.159595
0.552500,2.193032
0.555000,2.255634
0.557500,2.339734
0.560000,2.434718
0.562500,2.527723
0.565000,2.604902
0.567500,2.653278
0.570000,2.662902
0.572500,2.628822
0.575000,2.552307
0.577500,2.440939
0.580000,2.307414
0.582500,2.167306
0.585000,2.036273
0.587500,1.927383
0.590000,1.849108
0.592500,1.804320
0.595000,1.790343
0.597500,1.799932
0.600000,1.822953
0.602500,1.848496
0.605000,1.867151
0.607500,1.873042
0.610000,1.865210
0.612500,1.847968
0.615000,1.830053
0.617500,1.822668
0.620000,1.836789
0.622500,1.880330
0.625000,1.955800
0.627500,2.059062
0.630000,2.179572
0.632500,2.302160
0.635000,2.410008
0.637500,2.488130
0.640000,2.526535
0.642500,2.522333
0.645000,2.480368
0.647500,2.412310
0.650000,2.334418
0.652500,2.264310
0.655000,2.217272
0.657500,2.202744
0.660000,2.221844
0.662500,2.266742
0.665000,2.322404
0.667500,2.370471
0.670000,2.394254
