# {'v': 0.0453613213110927, 'err': 0.0002458708592441252}
 1.0000000000000002e-03  4.5355611375042335e-02  2.4587042974678051e-04  9.9987412324232772e-01  9.9602491829647992e-06
 2.0000000000000005e-03  4.5339357870379418e-02  2.4613712346177634e-04  9.9951581126654898e-01  3.2015929023556995e-05
 3.0000000000000009e-03  4.5320244461603737e-02  2.4643706117725988e-04  9.9909445209483083e-01  4.9090371310148331e-05
 4.0000000000000010e-03  4.5300922301435537e-02  2.4644046947435789e-04  9.9866849095415577e-01  6.9071267861217761e-05
 5.0000000000000010e-03  4.5281273263124838e-02  2.4642448378826138e-04  9.9823532371513413e-01  7.8300268614767059e-05
 6.0000000000000019e-03  4.5262173877471383e-02  2.4665325412178682e-04  9.9781427368613540e-01  9.4503201071869332e-05
 7.0000000000000019e-03  4.5243092193566758e-02  2.4687869252707580e-04  9.9739361389596404e-01  1.1694658357079512e-04
 8.0000000000000019e-03  4.5226612029417919e-02  2.4699305212592536e-04  9.9703030516349089e-01  1.3243082779926585e-04
 9.0000000000000028e-03  4.5208373716440112e-02  2.4731331551951658e-04  9.9662823766522013e-01  1.4163321991056047e-04
 1.0000000000000002e-02  4.5191728039140865e-02  2.4735114194881288e-04  9.9626128016005644e-01  1.5546149685150787e-04
 1.1000000000000003e-02  4.5176435526810256e-02  2.4708946815712047e-04  9.9592415346514096e-01  1.5590611801861778e-04
 1.2000000000000004e-02  4.5165032468885445e-02  2.4695896237132361e-04  9.9567277062188975e-01  1.7294337261507440e-04
 1.3000000000000003e-02  4.5153792423852285e-02  2.4723201765481794e-04  9.9542498143259184e-01  1.7569720898935124e-04
 1.4000000000000004e-02  4.5142742035382336e-02  2.4706271496257817e-04  9.9518137326266742e-01  1.7570015464302187e-04
 1.5000000000000003e-02  4.5132296179647806e-02  2.4712026775135568e-04  9.9495109214579047e-01  1.8210777003988535e-04
 1.6000000000000004e-02  4.5125556891896741e-02  2.4708877987631957e-04  9.9480252311040362e-01  1.7866372659948614e-04
 1.7000000000000005e-02  4.5117124777272123e-02  2.4750997132414154e-04  9.9461663534565370e-01  1.8249481409650972e-04
 1.8000000000000006e-02  4.5113150093201292e-02  2.4725898005007856e-04  9.9452901258785154e-01  1.9370265090383566e-04
 1.9000000000000003e-02  4.5108198791262703e-02  2.4709966196665985e-04  9.9441986008092531e-01  2.0286256109696142e-04
 2.0000000000000004e-02  4.5104042113171844e-02  2.4687796576551731e-04  9.9432822522614783e-01  2.0832892267162503e-04
 2.1000000000000005e-02  4.5105496562537199e-02  2.4643841229066892e-04  9.9436028887251693e-01  2.0087108397249390e-04
 2.2000000000000006e-02  4.5106473727735186e-02  2.4658622904763608e-04  9.9438183068765251e-01  2.0557015629804981e-04
 2.3000000000000007e-02  4.5106779870974910e-02  2.4646919944903110e-04  9.9438857968064642e-01  2.0322836396342809e-04
 2.4000000000000007e-02  4.5106757989202995e-02  2.4624625469359303e-04  9.9438809729231903e-01  1.9865513051070061e-04
 2.5000000000000005e-02  4.5105902179160842e-02  2.4646542995273592e-04  9.9436923077746853e-01  1.9727354835381988e-04
 2.6000000000000006e-02  4.5105023136459553e-02  2.4652796676663606e-04  9.9434985209369386e-01  2.0066666785348701e-04
 2.7000000000000007e-02  4.5104766472288338e-02  2.4642932161907116e-04  9.9434419387731487e-01  1.9452137375823122e-04
 2.8000000000000008e-02  4.5107791099223388e-02  2.4659390876269799e-04  9.9441087242299275e-01  1.9588229756618557e-04
 2.9000000000000008e-02  4.5111278262198622e-02  2.4641960282523179e-04  9.9448774767429593e-01  1.9657105742605722e-04
 3.0000000000000006e-02  4.5110439957692483e-02  2.4625310735693328e-04  9.9446926707271932e-01  2.0101031239474229e-04
 3.1000000000000007e-02  4.5109660175308292e-02  2.4646003258191877e-04  9.9445207660379875e-01  1.9968348848958277e-04
 3.2000000000000008e-02  4.5110292198628395e-02  2.4653080468141722e-04  9.9446600969264709e-01  1.9990044911294275e-04
 3.3000000000000008e-02  4.5109337369340502e-02  2.4659591441634701e-04  9.9444496027741192e-01  1.9673612368848031e-04
 3.4000000000000009e-02  4.5106854622611339e-02  2.4688109569918101e-04  9.9439022759640960e-01  2.0869501137662336e-04
 3.5000000000000010e-02  4.5105651218549446e-02  2.4697688343559447e-04  9.9436369829728188e-01  2.1150345495044715e-04
 3.6000000000000011e-02  4.5106832058624792e-02  2.4706432139857487e-04  9.9438973016851517e-01  2.0749458642950746e-04
 3.7000000000000012e-02  4.5107142697662542e-02  2.4707872689828367e-04  9.9439657827233519e-01  2.0714267824947132e-04
 3.8000000000000006e-02  4.5109384438649466e-02  2.4691760196474436e-04  9.9444599793036392e-01  2.0320902093197982e-04
 3.9000000000000007e-02  4.5109783046257214e-02  2.4697957924258622e-04  9.9445478532006570e-01  2.0174696846938944e-04
 4.0000000000000008e-02  4.5109731926638814e-02  2.4676454995567758e-04  9.9445365837717858e-01  2.0781699427836642e-04
 4.1000000000000009e-02  4.5109620092777296e-02  2.4682145647190903e-04  9.9445119297585682e-01  2.0906164457493403e-04
 4.2000000000000010e-02  4.5109299217471859e-02  2.4684943309410441e-04  9.9444411921133313e-01  2.0982434951265797e-04
 4.3000000000000010e-02  4.5109452624707808e-02  2.4682772420070578e-04  9.9444750110655833e-01  2.0751643837636151e-04
 4.4000000000000011e-02  4.5108940845805405e-02  2.4682033484881450e-04  9.9443621883153610e-01  2.0734555658062886e-04
 4.5000000000000012e-02  4.5108192343331410e-02  2.4672948958781246e-04  9.9441971793490525e-01  2.0791730373177279e-04
 4.6000000000000013e-02  4.5108050590560340e-02  2.4674110418459463e-04  9.9441659296484319e-01  2.0832830451348743e-04
 4.7000000000000014e-02  4.5108254107614473e-02  2.4675424182423703e-04  9.9442107954169434e-01  2.0585724361766810e-04
 4.8000000000000015e-02  4.5108797320857971e-02  2.4686305176507947e-04  9.9443305479346833e-01  2.0317464235275460e-04
 4.9000000000000009e-02  4.5107923471277386e-02  2.4681542917329261e-04  9.9441379059314683e-01  2.0700329437704757e-04
 5.0000000000000010e-02  4.5107884757721789e-02  2.4681039631494335e-04  9.9441293714455936e-01  2.0747456967900324e-04
 5.1000000000000011e-02  4.5108212779314337e-02  2.4682727439409412e-04  9.9442016845050607e-01  2.0732168466240316e-04
 5.2000000000000011e-02  4.5107366043408918e-02  2.4680230894418297e-04  9.9440150197693467e-01  2.0998068507336776e-04
 5.3000000000000012e-02  4.5108511506193612e-02  2.4691464798012831e-04  9.9442675394825264e-01  2.1070965513740624e-04
 5.4000000000000013e-02  4.5107802744626488e-02  2.4690554922946069e-04  9.9441112914838703e-01  2.1295792540271911e-04
 5.5000000000000014e-02  4.5107626996538405e-02  2.4685772625500612e-04  9.9440725474431324e-01  2.1326324879791925e-04
 5.6000000000000015e-02  4.5107799941454918e-02  2.4683717408147842e-04  9.9441106735187212e-01  2.1275639185704465e-04
 5.7000000000000016e-02  4.5107253906792460e-02  2.4681055210792983e-04  9.9439902990131568e-01  2.1312822711548357e-04
 5.8000000000000017e-02  4.5107720652106317e-02  2.4681597449729921e-04  9.9440931940127653e-01  2.1478263822855001e-04
 5.9000000000000011e-02  4.5108079075782230e-02  2.4680093332433560e-04  9.9441722092763318e-01  2.1539439888655629e-04
 6.0000000000000012e-02  4.5108544678071655e-02  2.4686104901324157e-04  9.9442748522937685e-01  2.1573938258239825e-04
 6.1000000000000013e-02  4.5108827626631973e-02  2.4683132264843974e-04  9.9443372289071774e-01  2.1499983445172374e-04
 6.2000000000000013e-02  4.5109963662429288e-02  2.4683248208893225e-04  9.9445876704208902e-01  2.1224357076561929e-04
 6.3000000000000014e-02  4.5109815207639986e-02  2.4684709469615610e-04  9.9445549432460612e-01  2.1255795805582564e-04
 6.4000000000000015e-02  4.5109556508468811e-02  2.4686790640921017e-04  9.9444979124621913e-01  2.1223620450588383e-04
 6.5000000000000016e-02  4.5109251297619120e-02  2.4689618132540763e-04  9.9444306280796235e-01  2.1258198485208066e-04
