freqs [eV],Lambda [1/ps]
0.000000,0.065469
0.002500,0.068075
0.005000,0.075897
0.007500,0.088952
0.010000,0.107280
0.012500,0.130936
0.015000,0.159940
0.017500,0.194164
0.020000,0.233178
0.022500,0.276102
0.025000,0.321563
0.027500,0.367837
0.030000,0.413206
0.032500,0.456444
0.035000,0.497274
0.037500,0.536607
0.040000,0.576430
0.042500,0.619331
0.045000,0.667765
0.047500,0.723270
0.050000,0.785880
0.052500,0.853941
0.055000,0.924442
0.057500,0.993819
0.060000,1.058973
0.062500,1.118183
0.065000,1.171603
0.067500,1.221239
0.070000,1.270538
0.072500,1.323894
0.075000,1.386251
0.077500,1.462803
0.080000,1.558507
0.082500,1.677162
0.085000,1.820026
0.087500,1.984373
0.090000,2.162649
0.092500,2.342803
0.095000,2.509970
0.097500,2.649137
0.100000,2.748052
0.102500,2.799590
0.105000,2.802981
0.107500,2.763706
0.110000,2.692170
0.112500,2.601520
0.115000,2.505130
0.117500,2.414340
0.120000,2.336946
0.122500,2.276686
0.125000,2.233669
0.127500,2.205419
0.130000,2.188158
0.132500,2.178057
0.135000,2.172316
0.137500,2.169979
0.140000,2.172296
0.142500,2.182351
0.145000,2.203814
0.147500,2.239023
0.150000,2.287066
0.152500,2.342729
0.155000,2.396995
0.157500,2.439162
0.160000,2.459931
0.162500,2.454324
0.165000,2.423318
0.167500,2.373553
0.170000,2.315267
0.172500,2.259226
0.175000,2.213798
0.177500,2.183163
0.180000,2.167125
0.182500,2.162360
0.185000,2.164352
0.187500,2.169105
0.190000,2.173959
0.192500,2.177365
0.195000,2.178068
0.197500,2.174382
0.200000,2.164106
0.202500,2.145168
0.205000,2.116622
0.207500,2.079388
0.210000,2.036293
0.212500,1.991359
0.215000,1.948675
0.217500,1.911394
0.220000,1.881253
0.222500,1.858702
0.225000,1.843422
0.227500,1.834861
0.230000,1.832545
0.232500,1.836131
0.235000,1.845365
0.237500,1.860096
0.240000,1.880385
0.242500,1.906627
0.245000,1.939536
0.247500,1.979975
0.250000,2.028628
0.252500,2.085606
0.255000,2.150035
0.257500,2.219671
0.260000,2.290679
0.262500,2.357798
0.265000,2.415096
0.267500,2.457315
0.270000,2.481460
0.272500,2.488030
0.275000,2.481262
0.277500,2.468138
0.280000,2.456422
0.282500,2.452410
0.285000,2.459185
0.287500,2.475869
0.290000,2.497955
0.292500,2.518451
0.295000,2.529481
0.297500,2.524020
0.300000,2.497502
0.302500,2.449007
0.305000,2.381700
0.307500,2.302317
0.310000,2.219760
0.312500,2.143280
0.315000,2.080866
0.317500,2.038340
0.320000,2.019213
0.322500,2.024910
0.325000,2.054820
0.327500,2.105887
0.330000,2.171974
0.332500,2.243668
0.335000,2.309243
0.337500,2.356990
0.340000,2.378428
0.342500,2.371248
0.345000,2.340780
0.347500,2.299257
0.350000,2.262945
0.352500,2.248057
0.355000,2.266677
0.357500,2.323860
0.360000,2.416590
0.362500,2.534724
0.365000,2.663546
0.367500,2.787198
0.370000,2.892150
0.372500,2.969863
0.375000,3.018071
0.377500,3.040444
0.380000,3.044820
0.382500,3.040505
0.385000,3.035351
0.387500,3.033323
0.390000,3.033202
0.392500,3.028832
0.395000,3.010994
0.397500,2.970538
0.400000,2.901864
0.402500,2.805584
0.405000,2.689307
0.407500,2.566154
0.410000,2.451497
0.412500,2.359169
0.415000,2.298522
0.417500,2.273219
0.420000,2.281756
0.422500,2.318995
0.425000,2.377790
0.427500,2.450133
0.430000,2.527832
0.432500,2.603078
0.435000,2.669259
0.437500,2.721977
0.440000,2.759903
0.442500,2.784959
0.445000,2.801576
0.447500,2.815183
0.450000,2.830462
0.452500,2.849952
0.455000,2.873479
0.457500,2.898487
0.460000,2.921062
0.462500,2.937202
0.465000,2.943883
0.467500,2.939632
0.470000,2.924561
0.472500,2.899999
0.475000,2.868000
0.477500,2.830890
0.480000,2.790902
0.482500,2.749837
0.485000,2.708706
0.487500,2.667446
0.490000,2.624918
0.492500,2.579350
0.495000,2.529198
0.497500,2.474158
0.500000,2.415929
0.502500,2.358396
0.505000,2.307114
0.507500,2.268202
0.510000,2.246913
0.512500,2.246281
0.515000,2.266266
0.517500,2.303810
0.520000,2.353994
0.522500,2.412051
0.525000,2.475441
0.527500,2.544950
0.530000,2.623943
0.532500,2.715765
0.535000,2.820303
0.537500,2.931424
0.540000,3.036853
0.542500,3.121037
0.545000,3.170086
0.547500,3.176781
0.550000,3.143481
0.552500,3.081648
0.555000,3.008163
0.557500,2.939932
0.560000,2.888833
0.562500,2.858731
0.565000,2.845314
0.567500,2.838429
0.570000,2.825860
0.572500,2.797233
0.575000,2.746929
0.577500,2.675317
0.580000,2.588192
0.582500,2.494776
0.585000,2.405020
0.587500,2.327121
0.590000,2.265990
0.592500,2.223033
0.595000,2.197046
0.597500,2.185584
0.600000,2.186069
0.602500,2.196143
0.605000,2.213287
0.607500,2.234171
0.610000,2.254424
0.612500,2.269257
0.615000,2.274957
0.617500,2.270715
0.620000,2.259996
0.622500,2.250763
0.625000,2.254227
0.627500,2.282346
0.630000,2.344749
0.632500,2.445966
0.635000,2.583775
0.637500,2.749185
0.640000,2.928048
0.642500,3.103811
0.645000,3.260555
0.647500,3.385429
0.650000,3.469953
0.652500,3.510189
0.655000,3.506285
0.657500,3.461994
0.660000,3.384434
0.662500,3.283838
0.665000,3.172730
0.667500,3.064095
0.670000,2.968746
0.672500,2.892726
0.675000,2.835877
0.677500,2.792405
0.680000,2.753380
0.682500,2.710261
0.685000,2.658009
0.687500,2.596611
0.690000,2.530523
0.692500,2.466524
0.695000,2.411014
0.697500,2.367865
0.700000,2.337525
0.702500,2.317426
0.705000,2.303313
0.707500,2.290845
0.710000,2.276915
0.712500,2.260375
0.715000,2.242060
0.717500,2.224264
0.720000,2.209868
0.722500,2.201435
0.725000,2.200529
0.727500,2.207441
0.730000,2.221392
0.732500,2.241080
0.735000,2.265283
0.737500,2.293237
0.740000,2.324577
0.742500,2.358925
0.745000,2.395424
0.747500,2.432573
0.750000,2.468570
0.752500,2.502018
0.755000,2.532601
0.757500,2.561260
0.760000,2.589668
0.762500,2.619228
0.765000,2.650062
0.767500,2.680542
0.770000,2.707564
0.772500,2.727431
0.775000,2.736898
0.777500,2.733935
0.780000,2.717980
0.782500,2.689701
0.785000,2.650524
0.787500,2.602182
0.790000,2.546494
0.792500,2.485432
0.795000,2.421404
0.797500,2.357595
0.800000,2.298142
0.802500,2.247980
0.805000,2.212282
0.807500,2.195582
0.810000,2.200797
0.812500,2.228463
0.815000,2.276451
0.817500,2.340294
0.820000,2.414102
0.822500,2.491811
0.825000,2.568368
0.827500,2.640464
0.830000,2.706497
0.832500,2.765820
0.835000,2.817593
0.837500,2.859836
0.840000,2.889192
0.842500,2.901607
0.845000,2.893693
0.847500,2.864190
0.850000,2.814858
0.852500,2.750381
0.855000,2.677260
0.857500,2.602094
0.860000,2.529912
0.862500,2.463170
0.865000,2.401781
0.867500,2.344116
0.870000,2.288500
0.872500,2.234527
