freqs [eV],Lambda [1/ps]
0.000000,0.000984
0.002500,0.000937
0.005000,0.000776
0.007500,0.000445
0.010000,-0.000142
0.012500,-0.001090
0.015000,-0.002493
0.017500,-0.004389
0.020000,-0.006713
0.022500,-0.009253
0.025000,-0.011636
0.027500,-0.013366
0.030000,-0.013912
0.032500,-0.012866
0.035000,-0.010125
0.037500,-0.006068
0.040000,-0.001652
0.042500,0.001636
0.045000,0.002035
0.047500,-0.002051
0.050000,-0.011519
0.052500,-0.026111
0.055000,-0.044221
0.057500,-0.063099
0.060000,-0.079447
0.062500,-0.090251
0.065000,-0.093574
0.067500,-0.089054
0.070000,-0.077936
0.072500,-0.062669
0.075000,-0.046205
0.077500,-0.031261
0.080000,-0.019750
0.082500,-0.012509
0.085000,-0.009349
0.087500,-0.009335
0.090000,-0.011179
0.092500,-0.013604
0.095000,-0.015603
0.097500,-0.016534
0.100000,-0.016114
0.102500,-0.014333
0.105000,-0.011375
0.107500,-0.007556
0.110000,-0.003288
0.112500,0.000959
0.115000,0.004708
0.117500,0.007536
0.120000,0.009128
0.122500,0.009299
0.125000,0.008000
0.127500,0.005312
0.130000,0.001454
0.132500,-0.003170
0.135000,-0.007951
0.137500,-0.012117
0.140000,-0.014873
0.142500,-0.015635
0.145000,-0.014269
0.147500,-0.011242
0.150000,-0.007581
0.152500,-0.004661
0.155000,-0.003861
0.157500,-0.006222
0.160000,-0.012203
0.162500,-0.021595
0.165000,-0.033606
0.167500,-0.047040
0.170000,-0.060526
0.172500,-0.072728
0.175000,-0.082505
0.177500,-0.089018
0.180000,-0.091806
0.182500,-0.090810
0.185000,-0.086370
0.187500,-0.079135
0.190000,-0.069923
0.192500,-0.059537
0.195000,-0.048618
0.197500,-0.037591
0.200000,-0.026727
0.202500,-0.016276
0.205000,-0.006585
0.207500,0.001877
0.210000,0.008610
0.212500,0.013241
0.215000,0.015682
0.217500,0.016184
0.220000,0.015292
0.222500,0.013703
0.225000,0.012112
0.227500,0.011085
0.230000,0.011006
0.232500,0.012083
0.235000,0.014376
0.237500,0.017829
0.240000,0.022262
0.242500,0.027357
0.245000,0.032641
0.247500,0.037501
0.250000,0.041258
0.252500,0.043273
0.255000,0.043093
0.257500,0.040570
0.260000,0.035945
0.262500,0.029846
0.265000,0.023198
0.267500,0.017056
0.270000,0.012413
0.272500,0.010012
0.275000,0.010232
0.277500,0.013050
0.280000,0.018078
0.282500,0.024640
0.285000,0.031864
0.287500,0.038770
0.290000,0.044370
0.292500,0.047778
0.295000,0.048336
0.297500,0.045734
0.300000,0.040079
0.302500,0.031889
0.305000,0.022010
0.307500,0.011471
0.310000,0.001341
0.312500,-0.007406
0.315000,-0.013994
0.317500,-0.017927
0.320000,-0.019052
0.322500,-0.017586
0.325000,-0.014093
0.327500,-0.009389
0.330000,-0.004395
0.332500,0.000020
0.335000,0.003170
0.337500,0.004605
0.340000,0.004105
0.342500,0.001628
0.345000,-0.002745
0.347500,-0.008810
0.350000,-0.016196
0.352500,-0.024294
0.355000,-0.032206
0.357500,-0.038777
0.360000,-0.042733
0.362500,-0.042917
0.365000,-0.038582
0.367500,-0.029642
0.370000,-0.016811
0.372500,-0.001581
0.375000,0.014003
0.377500,0.027700
0.380000,0.037498
0.382500,0.042012
0.385000,0.040738
0.387500,0.034116
0.390000,0.023400
0.392500,0.010358
0.395000,-0.003100
0.397500,-0.015279
0.400000,-0.024986
0.402500,-0.031675
0.405000,-0.035455
0.407500,-0.036951
0.410000,-0.037056
0.412500,-0.036640
0.415000,-0.036281
0.417500,-0.036116
0.420000,-0.035836
0.422500,-0.034817
0.425000,-0.032342
0.427500,-0.027840
0.430000,-0.021085
0.432500,-0.012323
0.435000,-0.002285
0.437500,0.007901
0.440000,0.016920
0.442500,0.023538
0.445000,0.026866
0.447500,0.026546
0.450000,0.022812
0.452500,0.016415
0.455000,0.008474
0.457500,0.000285
0.460000,-0.006852
0.462500,-0.011789
0.465000,-0.013669
0.467500,-0.012042
0.470000,-0.006947
0.472500,0.001088
0.475000,0.011151
0.477500,0.022144
0.480000,0.033028
0.482500,0.043021
0.485000,0.051681
0.487500,0.058843
0.490000,0.064453
0.492500,0.068404
0.495000,0.070470
0.497500,0.070381
0.500000,0.067976
0.502500,0.063330
0.505000,0.056755
0.507500,0.048658
0.510000,0.039348
0.512500,0.028919
0.515000,0.017308
0.517500,0.004492
0.520000,-0.009279
0.522500,-0.023368
0.525000,-0.036841
0.527500,-0.048723
0.530000,-0.058313
0.532500,-0.065388
0.535000,-0.070232
0.537500,-0.073472
0.540000,-0.075800
0.542500,-0.077682
0.545000,-0.079158
0.547500,-0.079800
0.550000,-0.078828
0.552500,-0.075360
0.555000,-0.068710
0.557500,-0.058628
0.560000,-0.045405
0.562500,-0.029820
0.565000,-0.012969
0.567500,0.003956
0.570000,0.019845
0.572500,0.033777
0.575000,0.045066
0.577500,0.053279
0.580000,0.058257
0.582500,0.060137
0.585000,0.059354
0.587500,0.056577
0.590000,0.052581
0.592500,0.048062
0.595000,0.043466
0.597500,0.038882
0.600000,0.034052
0.602500,0.028498
0.605000,0.021733
0.607500,0.013482
0.610000,0.003854
0.612500,-0.006617
0.615000,-0.017060
0.617500,-0.026500
0.620000,-0.034138
0.622500,-0.039601
0.625000,-0.043062
0.627500,-0.045162
0.630000,-0.046747
0.632500,-0.048501
0.635000,-0.050613
0.637500,-0.052625
0.640000,-0.053532
0.642500,-0.052124
0.645000,-0.047440
0.647500,-0.039141
0.650000,-0.027654
0.652500,-0.014027
0.655000,0.000418
0.657500,0.014472
0.660000,0.027290
0.662500,0.038422
0.665000,0.047654
0.667500,0.054795
0.670000,0.059544
0.672500,0.061508
0.675000,0.060343
0.677500,0.055941
0.680000,0.048542
0.682500,0.038749
0.685000,0.027420
0.687500,0.015526
0.690000,0.003997
0.692500,-0.006390
0.695000,-0.015083
0.697500,-0.021769
0.700000,-0.026343
0.702500,-0.028842
0.705000,-0.029357
0.707500,-0.027983
0.710000,-0.024805
0.712500,-0.019952
0.715000,-0.013669
0.717500,-0.006349
0.720000,0.001477
0.722500,0.009210
0.725000,0.016273
0.727500,0.022164
0.730000,0.026475
0.732500,0.028894
0.735000,0.029220
0.737500,0.027413
0.740000,0.023663
0.742500,0.018419
0.745000,0.012347
0.747500,0.006218
0.750000,0.000753
0.752500,-0.003515
0.755000,-0.006311
0.757500,-0.007634
0.760000,-0.007717
0.762500,-0.006960
0.765000,-0.005856
0.767500,-0.004905
0.770000,-0.004541
0.772500,-0.005069
0.775000,-0.006630
0.777500,-0.009195
0.780000,-0.012576
0.782500,-0.016445
0.785000,-0.020371
0.787500,-0.023883
0.790000,-0.026573
0.792500,-0.028228
0.795000,-0.028944
0.797500,-0.029171
0.800000,-0.029634
0.802500,-0.031144
0.805000,-0.034323
0.807500,-0.039350
0.810000,-0.045814
0.812500,-0.052732
0.815000,-0.058741
0.817500,-0.062403
0.820000,-0.062550
0.822500,-0.058552
0.825000,-0.050451
0.827500,-0.038946
0.830000,-0.025262
0.832500,-0.010941
0.835000,0.002371
0.837500,0.013153
0.840000,0.020227
0.842500,0.022976
0.845000,0.021495
0.847500,0.016631
0.850000,0.009850
0.852500,0.002925
0.855000,-0.002468
0.857500,-0.005136
0.860000,-0.004595
0.862500,-0.001089
0.865000,0.004605
0.867500,0.011482
0.870000,0.018608
0.872500,0.025314
0.875000,0.031239
0.877500,0.036257
0.880000,0.040344
0.882500,0.043469
0.885000,0.045550
0.887500,0.046485
0.890000,0.046215
0.892500,0.044788
0.895000,0.042365
0.897500,0.039184
0.900000,0.035501
0.902500,0.031537
0.905000,0.027479
0.907500,0.023505
0.910000,0.019816
0.912500,0.016617
0.915000,0.014052
0.917500,0.012120
0.920000,0.010619
0.922500,0.009173
0.925000,0.007339
0.927500,0.004752
0.930000,0.001260
0.932500,-0.003015
0.935000,-0.007690
0.937500,-0.012214
0.940000,-0.015995
0.942500,-0.018529
0.945000,-0.019503
0.947500,-0.018853
0.950000,-0.016769
0.952500,-0.013636
0.955000,-0.009945
0.957500,-0.006167
0.960000,-0.002644
0.962500,0.000487
0.965000,0.003295
0.967500,0.005977
0.970000,0.008722
0.972500,0.011563
0.975000,0.014291
0.977500,0.016467
0.980000,0.017524
0.982500,0.016938
0.985000,0.014397
0.987500,0.009919
0.990000,0.003906
0.992500,-0.002893
0.995000,-0.009490
0.997500,-0.014846
1.000000,-0.018107
1.002500,-0.018838
1.005000,-0.017167
1.007500,-0.013780
1.010000,-0.009731
1.012500,-0.006136
1.015000,-0.003854
1.017500,-0.003278
1.020000,-0.004294
1.022500,-0.006392
1.025000,-0.008869
1.027500,-0.011003
1.030000,-0.012179
1.032500,-0.011921
1.035000,-0.009902
1.037500,-0.005942
1.040000,-0.000047
1.042500,0.007525
1.045000,0.016207
1.047500,0.025114
1.050000,0.033120
1.052500,0.039023
1.055000,0.041766
1.057500,0.040664
1.060000,0.035561
1.062500,0.026896
1.065000,0.015645
1.067500,0.003158
1.070000,-0.009056
1.072500,-0.019568
1.075000,-0.027228
1.077500,-0.031298
1.080000,-0.031507
1.082500,-0.028019
1.085000,-0.021346
1.087500,-0.012220
1.090000,-0.001484
1.092500,0.010002
1.095000,0.021415
1.097500,0.032011
1.100000,0.041167
1.102500,0.048432
1.105000,0.053579
1.107500,0.056632
1.110000,0.057839
1.112500,0.057599
1.115000,0.056334
1.117500,0.054384
1.120000,0.051937
1.122500,0.049053
1.125000,0.045752
1.127500,0.042119
1.130000,0.038383
1.132500,0.034898
1.135000,0.032045
1.137500,0.030075
1.140000,0.028978
1.142500,0.028420
1.145000,0.027794
1.147500,0.026364
1.150000,0.023458
1.152500,0.018669
1.155000,0.011991
1.157500,0.003884
1.160000,-0.004776
1.162500,-0.012851
1.165000,-0.019183
1.167500,-0.022880
1.170000,-0.023559
1.172500,-0.021474
1.175000,-0.017457
1.177500,-0.012678
1.180000,-0.008295
1.182500,-0.005125
1.185000,-0.003438
1.187500,-0.002972
1.190000,-0.003117
1.192500,-0.003204
1.195000,-0.002770
1.197500,-0.001695
1.200000,-0.000202
1.202500,0.001273
1.205000,0.002251
1.207500,0.002363
1.210000,0.001440
1.212500,-0.000459
1.215000,-0.003070
1.217500,-0.005984
1.220000,-0.008715
1.222500,-0.010804
1.225000,-0.011912
1.227500,-0.011905
1.230000,-0.010876
1.232500,-0.009110
1.235000,-0.006984
1.237500,-0.004861
1.240000,-0.002998
1.242500,-0.001522
1.245000,-0.000469
1.247500,0.000157
1.250000,0.000331
1.252500,0.000004
1.255000,-0.000837
1.257500,-0.002103
1.260000,-0.003543
1.262500,-0.004760
1.265000,-0.005286
1.267500,-0.004716
1.270000,-0.002826
1.272500,0.000355
1.275000,0.004559
1.277500,0.009346
1.280000,0.014214
1.282500,0.018690
1.285000,0.022376
1.287500,0.024969
1.290000,0.026251
1.292500,0.026108
1.295000,0.024564
1.297500,0.021819
1.300000,0.018259
1.302500,0.014406
1.305000,0.010803
1.307500,0.007873
1.310000,0.005811
1.312500,0.004553
1.315000,0.003828
1.317500,0.003281
1.320000,0.002595
1.322500,0.001575
1.325000,0.000167
1.327500,-0.001574
1.330000,-0.003544
1.332500,-0.005636
1.335000,-0.007743
1.337500,-0.009732
1.340000,-0.011394
1.342500,-0.012410
1.345000,-0.012377
1.347500,-0.010895
1.350000,-0.007702
1.352500,-0.002817
1.355000,0.003384
1.357500,0.010197
1.360000,0.016736
1.362500,0.022159
1.365000,0.025883
1.367500,0.027723
1.370000,0.027891
1.372500,0.026858
1.375000,0.025151
1.377500,0.023163
1.380000,0.021039
1.382500,0.018684
1.385000,0.015856
1.387500,0.012305
1.390000,0.007897
1.392500,0.002690
1.395000,-0.003051
1.397500,-0.008908
1.400000,-0.014392
1.402500,-0.019048
1.405000,-0.022542
1.407500,-0.024717
1.410000,-0.025596
1.412500,-0.025331
1.415000,-0.024139
1.417500,-0.022235
1.420000,-0.019795
1.422500,-0.016959
1.425000,-0.013847
1.427500,-0.010584
1.430000,-0.007294
1.432500,-0.004076
1.435000,-0.000977
1.437500,0.002017
1.440000,0.004942
1.442500,0.007796
1.445000,0.010476
1.447500,0.012757
1.450000,0.014336
1.452500,0.014937
1.455000,0.014427
1.457500,0.012902
1.460000,0.010698
1.462500,0.008314
1.465000,0.006286
1.467500,0.005042
1.470000,0.004801
1.472500,0.005527
1.475000,0.006957
1.477500,0.008685
1.480000,0.010276
1.482500,0.011363
1.485000,0.011720
1.487500,0.011278
1.490000,0.010093
1.492500,0.008295
1.495000,0.006018
1.497500,0.003360
1.500000,0.000373
1.502500,-0.002908
1.505000,-0.006417
1.507500,-0.010009
1.510000,-0.013439
1.512500,-0.016381
1.515000,-0.018498
1.517500,-0.019517
1.520000,-0.019316
1.522500,-0.017962
1.525000,-0.015722
1.527500,-0.013020
1.530000,-0.010373
1.532500,-0.008302
1.535000,-0.007244
1.537500,-0.007462
1.540000,-0.008972
1.542500,-0.011523
1.545000,-0.014632
1.547500,-0.017690
1.550000,-0.020100
1.552500,-0.021414
1.555000,-0.021404
1.557500,-0.020064
1.560000,-0.017543
1.562500,-0.014065
1.565000,-0.009865
1.567500,-0.005156
1.570000,-0.000140
1.572500,0.004983
1.575000,0.010014
1.577500,0.014772
1.580000,0.019120
1.582500,0.022982
1.585000,0.026353
1.587500,0.029280
1.590000,0.031849
1.592500,0.034155
1.595000,0.036291
1.597500,0.038328
1.600000,0.040300
1.602500,0.042186
1.605000,0.043894
1.607500,0.045255
1.610000,0.046028
1.612500,0.045933
1.615000,0.044701
1.617500,0.042155
1.620000,0.038287
1.622500,0.033332
1.625000,0.027800
1.627500,0.022430
1.630000,0.018070
1.632500,0.015474
1.635000,0.015073
1.637500,0.016794
1.640000,0.019994
1.642500,0.023567
1.645000,0.026203
1.647500,0.026724
1.650000,0.024398
1.652500,0.019118
1.655000,0.011403
1.657500,0.002241
1.660000,-0.007146
1.662500,-0.015543
1.665000,-0.021915
1.667500,-0.025513
1.670000,-0.025923
1.672500,-0.023095
1.675000,-0.017364
1.677500,-0.009449
1.680000,-0.000403
1.682500,0.008509
1.685000,0.016009
1.687500,0.021037
1.690000,0.022972
1.692500,0.021772
1.695000,0.017982
1.697500,0.012597
1.700000,0.006818
1.702500,0.001747
1.705000,-0.001870
1.707500,-0.003803
1.710000,-0.004339
1.712500,-0.004138
1.715000,-0.003994
1.717500,-0.004597
1.720000,-0.006361
1.722500,-0.009365
1.725000,-0.013407
1.727500,-0.018123
1.730000,-0.023107
1.732500,-0.027984
1.735000,-0.032428
1.737500,-0.036146
1.740000,-0.038864
1.742500,-0.040351
1.745000,-0.040474
1.747500,-0.039253
1.750000,-0.036880
1.752500,-0.033663
1.755000,-0.029925
1.757500,-0.025884
1.760000,-0.021586
1.762500,-0.016922
1.765000,-0.011706
1.767500,-0.005802
1.770000,0.000783
1.772500,0.007855
1.775000,0.015062
1.777500,0.021981
1.780000,0.028209
1.782500,0.033443
1.785000,0.037525
1.787500,0.040431
1.790000,0.042251
1.792500,0.043156
1.795000,0.043373
1.797500,0.043174
1.800000,0.042843
1.802500,0.042632
1.805000,0.042683
1.807500,0.042964
1.810000,0.043226
1.812500,0.043036
1.815000,0.041877
1.817500,0.039294
1.820000,0.035033
1.822500,0.029139
1.825000,0.021969
1.827500,0.014128
1.830000,0.006345
1.832500,-0.000668
1.835000,-0.006334
1.837500,-0.010284
1.840000,-0.012369
1.842500,-0.012635
1.845000,-0.011277
1.847500,-0.008607
1.850000,-0.005032
1.852500,-0.001034
1.855000,0.002874
1.857500,0.006220
1.860000,0.008675
1.862500,0.010130
1.865000,0.010723
1.867500,0.010783
1.870000,0.010707
1.872500,0.010803
1.875000,0.011181
1.877500,0.011714
1.880000,0.012103
1.882500,0.012008
1.885000,0.011183
1.887500,0.009569
1.890000,0.007307
1.892500,0.004679
1.895000,0.002006
1.897500,-0.000457
1.900000,-0.002598
1.902500,-0.004462
1.905000,-0.006222
1.907500,-0.008095
1.910000,-0.010243
1.912500,-0.012686
1.915000,-0.015253
1.917500,-0.017595
1.920000,-0.019250
1.922500,-0.019755
1.925000,-0.018767
1.927500,-0.016171
1.930000,-0.012139
1.932500,-0.007133
1.935000,-0.001832
1.937500,0.002999
1.940000,0.006664
1.942500,0.008685
1.945000,0.008897
1.947500,0.007454
1.950000,0.004769
1.952500,0.001385
1.955000,-0.002155
1.957500,-0.005401
1.960000,-0.008054
1.962500,-0.009957
1.965000,-0.011072
1.967500,-0.011450
1.970000,-0.011215
1.972500,-0.010558
1.975000,-0.009724
1.977500,-0.008992
1.980000,-0.008626
1.982500,-0.008820
1.985000,-0.009659
1.987500,-0.011105
1.990000,-0.013030
1.992500,-0.015270
1.995000,-0.017672
1.997500,-0.020125
2.000000,-0.022549
