freqs [eV],Lambda [1/ps]
0.000000,-0.000330
0.002500,-0.000137
0.005000,0.000463
0.007500,0.001531
0.010000,0.003150
0.012500,0.005388
0.015000,0.008258
0.017500,0.011663
0.020000,0.015362
0.022500,0.018973
0.025000,0.022031
0.027500,0.024116
0.030000,0.025036
0.032500,0.025011
0.035000,0.024785
0.037500,0.025588
0.040000,0.028887
0.042500,0.035951
0.045000,0.047337
0.047500,0.062491
0.050000,0.079652
0.052500,0.096154
0.055000,0.109080
0.057500,0.116037
0.060000,0.115794
0.062500,0.108545
0.065000,0.095757
0.067500,0.079689
0.070000,0.062802
0.072500,0.047247
0.075000,0.034549
0.077500,0.025527
0.080000,0.020363
0.082500,0.018764
0.085000,0.020127
0.087500,0.023668
0.090000,0.028504
0.092500,0.033721
0.095000,0.038452
0.097500,0.041979
0.100000,0.043855
0.102500,0.043995
0.105000,0.042696
0.107500,0.040551
0.110000,0.038274
0.112500,0.036492
0.115000,0.035573
0.117500,0.035568
0.120000,0.036260
0.122500,0.037308
0.125000,0.038402
0.127500,0.039348
0.130000,0.040064
0.132500,0.040489
0.135000,0.040496
0.137500,0.039871
0.140000,0.038414
0.142500,0.036110
0.145000,0.033302
0.147500,0.030749
0.150000,0.029513
0.152500,0.030706
0.155000,0.035176
0.157500,0.043246
0.160000,0.054601
0.162500,0.068320
0.165000,0.083055
0.167500,0.097269
0.170000,0.109473
0.172500,0.118439
0.175000,0.123332
0.177500,0.123786
0.180000,0.119909
0.182500,0.112239
0.185000,0.101649
0.187500,0.089217
0.190000,0.076051
0.192500,0.063127
0.195000,0.051145
0.197500,0.040467
0.200000,0.031141
0.202500,0.022993
0.205000,0.015756
0.207500,0.009192
0.210000,0.003183
0.212500,-0.002217
0.215000,-0.006774
0.217500,-0.010116
0.220000,-0.011819
0.222500,-0.011526
0.225000,-0.009084
0.227500,-0.004641
0.230000,0.001319
0.232500,0.008023
0.235000,0.014532
0.237500,0.019917
0.240000,0.023432
0.242500,0.024658
0.245000,0.023575
0.247500,0.020555
0.250000,0.016278
0.252500,0.011589
0.255000,0.007316
0.257500,0.004098
0.260000,0.002242
0.262500,0.001651
0.265000,0.001844
0.267500,0.002066
0.270000,0.001471
