# {'v': 0.029051918792751753, 'err': 7.232714028009487e-05}
 1.0000000000000000e-03  2.9050893555656709e-02  7.2323671924664378e-05  9.9996471017620703e-01  2.2064801129732377e-06
 2.0000000000000000e-03  2.9048456478996697e-02  7.2354723247441841e-05  9.9988082323306238e-01  5.1057250785560854e-06
 3.0000000000000001e-03  2.9044725998013287e-02  7.2352128053673365e-05  9.9975241584592822e-01  9.2313537548407166e-06
 4.0000000000000001e-03  2.9040208314524540e-02  7.2376911849743105e-05  9.9959691205559431e-01  1.3403758232373100e-05
 5.0000000000000001e-03  2.9035400295557096e-02  7.2422195625649908e-05  9.9943141458874041e-01  1.8079200798502199e-05
 6.0000000000000001e-03  2.9029810667402896e-02  7.2414835372618249e-05  9.9923901324705711e-01  2.2215721840871432e-05
 7.0000000000000001e-03  2.9024868753000546e-02  7.2426028927913857e-05  9.9906890694744899e-01  2.6783299174974929e-05
 8.0000000000000002e-03  2.9019777080574988e-02  7.2476942133314318e-05  9.9889364580680351e-01  2.8942926047990286e-05
 9.0000000000000011e-03  2.9015214488345140e-02  7.2471367333042271e-05  9.9873659620665844e-01  3.2901503957810977e-05
 1.0000000000000000e-02  2.9010584159398313e-02  7.2477659389690911e-05  9.9857721503187757e-01  3.3922848402924796e-05
 1.0999999999999999e-02  2.9006035063111408e-02  7.2550906947003990e-05  9.9842062997739778e-01  3.8538732505109665e-05
 1.2000000000000000e-02  2.9001964818856266e-02  7.2594957483437144e-05  9.9828052755303898e-01  4.3430462800254976e-05
 1.3000000000000001e-02  2.8996976060720176e-02  7.2642470476985834e-05  9.9810880883897812e-01  4.6912254716969699e-05
 1.4000000000000000e-02  2.8992922073531519e-02  7.2654958465448216e-05  9.9796926600128888e-01  5.0247410825375565e-05
 1.4999999999999999e-02  2.8989927604601541e-02  7.2699984912432485e-05  9.9786619298393198e-01  5.2020003293512673e-05
 1.6000000000000000e-02  2.8987124839333907e-02  7.2730763048006836e-05  9.9776971862409269e-01  5.1700767044094185e-05
 1.7000000000000001e-02  2.8983836457057453e-02  7.2807067555170885e-05  9.9765652877594835e-01  5.5596102729215943e-05
 1.8000000000000002e-02  2.8981794873964139e-02  7.2794909275551535e-05  9.9758625516999899e-01  5.5940588482372671e-05
 1.9000000000000000e-02  2.8980094987811220e-02  7.2800666665797891e-05  9.9752774316034321e-01  5.5728184567691906e-05
 2.0000000000000000e-02  2.8978925497030867e-02  7.2823761155827458e-05  9.9748748796106723e-01  5.6681843660082036e-05
 2.1000000000000001e-02  2.8977955823151148e-02  7.2792597598201166e-05  9.9745411068617407e-01  5.5842389482703201e-05
 2.1999999999999999e-02  2.8976237273943779e-02  7.2843714172620165e-05  9.9739495627301367e-01  5.8068604337985769e-05
 2.3000000000000000e-02  2.8975092877385665e-02  7.2851059650641615e-05  9.9735556484533283e-01  5.7233343950281118e-05
 2.4000000000000000e-02  2.8974721056554010e-02  7.2863397677978855e-05  9.9734276635053098e-01  5.6189046474917028e-05
 2.5000000000000001e-02  2.8974162799638471e-02  7.2888539038491561e-05  9.9732355051423727e-01  5.9652921057623167e-05
 2.6000000000000002e-02  2.8974009542891966e-02  7.2858780928165693e-05  9.9731827524317518e-01  5.7813513121861736e-05
 2.7000000000000000e-02  2.8973432267425457e-02  7.2879442159768615e-05  9.9729840476678333e-01  5.7045649174275120e-05
 2.8000000000000001e-02  2.8973055416300034e-02  7.2877461314566544e-05  9.9728543312356377e-01  5.9136289914979716e-05
 2.9000000000000001e-02  2.8972862292024622e-02  7.2920603892090563e-05  9.9727878556693283e-01  5.8564619247710249e-05
 2.9999999999999999e-02  2.8972455187892609e-02  7.2884498674688906e-05  9.9726477258090884e-01  6.0266776700765371e-05
 3.1000000000000000e-02  2.8971732549025825e-02  7.2841917655731503e-05  9.9723989853138606e-01  6.1181555999508962e-05
 3.2000000000000001e-02  2.8971600836374824e-02  7.2810969051506996e-05  9.9723536483252984e-01  6.0031978279628511e-05
 3.3000000000000002e-02  2.8971215757863548e-02  7.2817323701657334e-05  9.9722210999335648e-01  5.9406243717768142e-05
 3.4000000000000002e-02  2.8971222699843917e-02  7.2818777074595988e-05  9.9722234894419537e-01  5.9488739982610693e-05
 3.5000000000000003e-02  2.8970482104494804e-02  7.2876586527456362e-05  9.9719685681218184e-01  6.1915877322577304e-05
 3.6000000000000004e-02  2.8970437511759411e-02  7.2786496935803383e-05  9.9719532187964566e-01  6.1968011281585787e-05
 3.6999999999999998e-02  2.8970750216347600e-02  7.2747173339582962e-05  9.9720608552628875e-01  6.0734766276693287e-05
 3.7999999999999999e-02  2.8970144682762843e-02  7.2723239230460069e-05  9.9718524237341211e-01  6.1685683527063932e-05
 3.9000000000000000e-02  2.8969866723805183e-02  7.2697140593746618e-05  9.9717567471078572e-01  6.2303815387288453e-05
 4.0000000000000001e-02  2.8969216055512136e-02  7.2699628024095012e-05  9.9715327797005093e-01  6.2431022184928305e-05
 4.1000000000000002e-02  2.8969101667854932e-02  7.2763495479449375e-05  9.9714934061713389e-01  6.4167658613636269e-05
 4.2000000000000003e-02  2.8968778309923778e-02  7.2798193232036630e-05  9.9713821027034133e-01  6.6536452790637600e-05
 4.3000000000000003e-02  2.8968398630137660e-02  7.2759272754475756e-05  9.9712514126141194e-01  6.6336694125442843e-05
 4.3999999999999997e-02  2.8968312477767620e-02  7.2738324816830219e-05  9.9712217579910789e-01  6.5347395601899190e-05
 4.4999999999999998e-02  2.8968127269059517e-02  7.2757442744391545e-05  9.9711580070528283e-01  6.7681122986716654e-05
 4.5999999999999999e-02  2.8967565329511443e-02  7.2761891287096147e-05  9.9709645810859981e-01  6.6777257213964471e-05
 4.7000000000000000e-02  2.8967126219109848e-02  7.2771793351020293e-05  9.9708134343047039e-01  6.6188650503663153e-05
 4.8000000000000001e-02  2.8966782401937497e-02  7.2795942199246422e-05  9.9706950885338785e-01  6.7088361705481652e-05
 4.9000000000000002e-02  2.8966718935719542e-02  7.2824230817626683e-05  9.9706732427417266e-01  6.6593968462417904e-05
 5.0000000000000003e-02  2.8966527713339539e-02  7.2860954857931510e-05  9.9706074218293916e-01  6.7513388912749365e-05
